detector,detector_backend,face_id,failure_reason,image_path,landmark_count,overlay_sanity_warnings,real_landmarks,success,updated_at
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_001,,data/face_001/instruct_512.png,478,[],True,True,2026-06-27T14:07:16.691252+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_002,,data/face_002/instruct_512.png,478,[],True,True,2026-06-27T14:07:19.191160+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_003,,data/face_003/instruct_512.png,478,[],True,True,2026-06-27T14:07:19.487149+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_004,,data/face_004/instruct_512.png,478,[],True,True,2026-06-27T14:07:19.814906+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_005,,data/face_005/instruct_512.png,478,[],True,True,2026-06-27T14:07:20.133339+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_006,,data/face_006/instruct_512.png,478,[],True,True,2026-06-27T14:07:20.750167+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_007,,data/face_007/instruct_512.png,478,[],True,True,2026-06-27T14:07:21.072253+00:00
mediapipe_python_solutions_face_mesh,mediapipe_python_solutions_face_mesh,face_008,,data/face_008/instruct_512.png,478,[],True,True,2026-06-27T14:07:21.788088+00:00
