disp_penalty,edit_direction_cosine,edit_direction_mse,elapsed_seconds,fold_penalty,foldover_fraction_det_below_0,grad_norm,iter,jacobian_det_mean,jacobian_det_min,loss,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_visual_mse,objective,p95_disp_px,scaled_objective,smooth_penalty,unet_prediction_mse,vae_conditioning_mse,visual_mse
0.0013188610319048166,0.9506690502166748,6.28784050604736e-07,0.4008305948227644,0.0,0.0,2.823185682296753,1,1.0,0.9735980033874512,-0.353786438703537,0.0,0.44323447346687317,0.08829766511917114,0.00010290989303030074,0.35494548082351685,0.32581424713134766,0.35494548082351685,0.0005270165856927633,4.633904609363526e-06,0.35494548082351685,2.2815904230810702e-05
0.01441650278866291,0.9464823603630066,6.801415111112874e-07,0.8070840444415808,0.0,0.0,1.7618986368179321,2,1.0,0.9547991752624512,-1.2816569805145264,0.0,1.3381308317184448,0.2895123362541199,0.0009794821962714195,1.291677474975586,1.069307565689087,1.291677474975586,0.0015558617888018489,1.4954017387935892e-05,1.291677474975586,0.0002171586238546297
0.03336092084646225,0.9481130838394165,6.623346848755318e-07,1.2200711071491241,0.0,0.0,1.7592082023620605,3,1.0,0.9383980631828308,-1.6241309642791748,0.0,2.1662209033966064,0.4347904324531555,0.0015353807248175144,1.6419703960418701,1.6760926246643066,1.6419703960418701,0.002387658692896366,1.914424865390174e-05,1.6419703960418701,0.00034040556056424975
0.06009894609451294,0.9458506107330322,6.855362926216912e-07,1.6313056200742722,0.0,0.0,2.323366165161133,4,1.0,0.9215855002403259,-2.0983970165252686,0.0,2.839615821838379,0.5817542672157288,0.002194807631894946,2.1262807846069336,2.269714593887329,2.1262807846069336,0.003164252731949091,2.5708523025969043e-05,2.1262807846069336,0.0004866055096499622
0.09323614835739136,0.944858968257904,7.003582709330658e-07,2.043401315808296,0.0,0.0,1.5291070938110352,5,1.0,0.9101748466491699,-2.470381498336792,0.0,3.5350680351257324,0.7241241931915283,0.0028995638713240623,2.5098748207092285,2.8374247550964355,2.5098748207092285,0.003901045536622405,3.063106123590842e-05,2.5098748207092285,0.0006428553024306893
0.1290535181760788,0.946450412273407,6.772775691388233e-07,2.4777369648218155,0.0,0.0,1.4516338109970093,6,0.9999999403953552,0.9008466005325317,-2.827984571456909,0.0,4.000000476837158,0.8542543649673462,0.003544500097632408,2.879180431365967,3.3156585693359375,2.879180431365967,0.004524851683527231,3.6182762414682657e-05,2.879180431365967,0.0007858425378799438
0.16359126567840576,0.9454354047775269,6.881339800202113e-07,2.8885162230581045,0.0,0.0,1.676306128501892,7,1.0,0.8883261680603027,-3.0601749420166016,0.0,4.000000476837158,0.971184253692627,0.0041541969403624535,3.1225500106811523,3.739912509918213,3.1225500106811523,0.00506582111120224,4.126488056499511e-05,3.1225500106811523,0.00092101696645841
0.1914568543434143,0.9479452967643738,6.587540042346518e-07,3.293143779039383,0.0,0.0,2.0401804447174072,8,1.0,0.876331090927124,-3.331744909286499,0.0,4.000000476837158,1.0614807605743408,0.004592199809849262,3.40276837348938,3.999999761581421,3.40276837348938,0.005470363423228264,4.489929415285587e-05,3.40276837348938,0.0010181255638599396
0.21444742381572723,0.9452429413795471,6.896473792039615e-07,3.698646631091833,0.0,0.0,2.359673023223877,9,1.0,0.8663556575775146,-3.5523290634155273,0.0,4.000000476837158,1.135119915008545,0.0049713365733623505,3.6306111812591553,4.0,3.6306111812591553,0.005817141849547625,4.8795147449709475e-05,3.6306111812591553,0.0011021830141544342
0.23700514435768127,0.9461114406585693,6.792726026105811e-07,4.112424835562706,0.0,0.0,4.6432061195373535,10,1.0,0.858410120010376,-3.7842183113098145,0.0,4.000000476837158,1.2039532661437988,0.005331210792064667,3.8695414066314697,4.0,3.8695414066314697,0.006157464347779751,5.224253982305527e-05,3.8695414066314697,0.0011819698847830296
0.2557956576347351,0.9463300704956055,6.805796601838665e-07,4.518788227811456,0.0,0.0,1.6567325592041016,11,1.0,0.8501258492469788,-3.956221103668213,0.0,4.000000476837158,1.2602527141571045,0.005635801237076521,4.047441005706787,4.0,4.047441005706787,0.006438915152102709,5.5494885600637645e-05,4.047441005706787,0.0012494998518377542
0.2720193564891815,0.945598304271698,6.854772323094949e-07,4.926744332537055,0.0,0.0,0.941045343875885,12,1.0,0.8420310616493225,-4.133965492248535,0.0,4.000000476837158,1.3082778453826904,0.005905438680201769,4.230319499969482,4.0,4.230319499969482,0.006678911857306957,5.816161137772724e-05,4.230319499969482,0.0013092805165797472
0.2878428101539612,0.9449346661567688,6.928248694748618e-07,5.327214730903506,0.0,0.0,0.8882148861885071,13,1.0,0.8341819643974304,-4.337384223937988,0.0,4.000000476837158,1.35398268699646,0.0061703952960669994,4.438758850097656,4.0,4.438758850097656,0.006913402117788792,6.148836109787226e-05,4.438758850097656,0.0013680234551429749
0.301192045211792,0.9458109140396118,6.838683361820586e-07,5.737979184836149,0.0,0.0,2.299271821975708,14,1.0,0.827924370765686,-4.56412935256958,0.0,4.000000476837158,1.3924064636230469,0.006421852391213179,4.669925212860107,4.0,4.669925212860107,0.007110921666026115,6.420287536457181e-05,4.669925212860107,0.001423773355782032
0.3108646273612976,0.9456642866134644,6.835155090811895e-07,6.14852362498641,0.0,0.0,0.7520714998245239,15,0.9999999403953552,0.8218495845794678,-4.817083835601807,0.0,4.000000476837158,1.4211117029190063,0.006638961844146252,4.926310062408447,4.0,4.926310062408447,0.007240906823426485,6.753900379408151e-05,4.926310062408447,0.0014719081809744239
0.3193187117576599,0.9455606341362,6.868094146739168e-07,6.554558699950576,0.0,0.0,4.6896233558654785,16,1.0,0.8156551718711853,-4.907483100891113,0.0,4.000000476837158,1.4465019702911377,0.006821603048592806,5.019659996032715,4.0,5.019659996032715,0.00735295657068491,6.939038576092571e-05,5.019659996032715,0.0015124011551961303
