best_folder,budget,budget_max_disp_px,candidate_folder,candidate_index,candidate_name,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,crop_clip_available,crop_clip_warning,dct_modes,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,full_image_semantic_drop,generation,geometry_excess_penalty,geometry_excess_penalty_weight,geometry_method,identity_or_face_health_available,initial_candidate,input_damage_penalty,input_damage_penalty_weight,input_l2,input_max_abs,input_mean_abs,input_preservation_score,input_psnr,input_ssim,left_crop_clean_margin,left_crop_perturbed_margin,left_crop_semantic_drop,max_disp_px,max_disp_px_budget,mean_crop_margin,mean_crop_semantic_drop,mean_disp_px,member,mesh_size,min_crop_margin,min_crop_semantic_drop,output_disruption_score,output_disruption_weight,output_l2,output_max_abs,output_mean_abs,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,phase,phase2_final_score,phase2_output_disruption,phase2_score_formula,phase2c_part,prompt,prompt_priority,prompt_slug,rank,region_count,region_key,region_variant,right_crop_clean_margin,right_crop_perturbed_margin,right_crop_semantic_drop,scale_factor,seed,semantic_drop,semantic_drop_weight,source_candidate_folder,source_candidate_name,target_input_ssim,top_crop_clean_margin,top_crop_perturbed_margin,top_crop_semantic_drop,tps_size
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09,41,cand_041_g03_m09,0.027842342853546143,0.027842342853546143,True,0.030433952808380127,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.030433952808380127,4.933489276096225,0.2842843272409096,0.030433952808380127,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.015177937403399571,0.4862745404243469,0.005229815375059843,0.6464950697762626,36.37574485232138,0.9505093097686768,0.02535329759120941,0.024289816617965698,0.0010634809732437134,2.0743045806884766,8.0,0.01555862526098887,0.0025526434183120728,0.38528722524642944,9,4,0.0036643147468566895,0.0010634809732437134,0.16325081909547415,0.25,0.024054158540691352,0.7529411911964417,0.011348516680300236,32.37619661852605,0.9329658150672913,1.683822512626648,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_041_g03_m09/perturbed_edited.png,-0.0025916099548339844,-0.0025916099548339844,phase2c_probe,0.2842843272409096,0.16325081909547415,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,1,3,headphones_full,headphones_full,0.021481528878211975,0.018721744418144226,0.002759784460067749,0.2645796537399292,24002,0.030433952808380127,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,0.0036643147468566895,0.003834664821624756,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12,60,cand_060_g04_m12,0.027842342853546143,0.027842342853546143,True,0.028541266918182373,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.028541266918182373,5.857078831642866,0.26472822209123803,0.028541266918182373,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.012312410406026326,0.2862745225429535,0.004286324139684439,0.7445106506347656,38.19313833445102,0.9642314910888672,0.02535329759120941,0.02092576026916504,0.0044275373220443726,1.412730097770691,8.0,0.010845432678858439,0.007265836000442505,0.28272145986557007,12,4,-0.008982017636299133,0.0008889734745025635,0.1455923469831163,0.25,0.021698910791914026,0.5254902243614197,0.010874518193304539,33.271241312829936,0.9412032961845398,1.08405339717865,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_060_g04_m12/perturbed_edited.png,-0.0006989240646362305,-0.0006989240646362305,phase2c_probe,0.26472822209123803,0.1455923469831163,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,2,3,headphones_full,headphones_full,0.021481528878211975,0.02059255540370941,0.0008889734745025635,0.1801951676607132,24002,0.028541266918182373,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.008982017636299133,0.01648099720478058,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14,62,cand_062_g04_m14,0.027842342853546143,0.027842342853546143,True,0.027517378330230713,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.027517378330230713,5.208353355526924,0.2570365519440938,0.027517378330230713,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.01355111538931277,0.38823530077934265,0.0047814673744142056,0.6913620403834752,37.36049913271043,0.9567906856536865,0.02535329759120941,0.022791415452957153,0.0025618821382522583,2.2159461975097656,8.0,0.011515940229098002,0.006595328450202942,0.34253954887390137,14,4,-0.0042272210121154785,0.0025618821382522583,0.14759010120899252,0.25,0.021419674269037372,0.7176470756530762,0.009896411560475826,33.383742756203965,0.938088595867157,1.5314189195632935,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_062_g04_m14/perturbed_edited.png,0.0003249645233154297,0.0003249645233154297,phase2c_probe,0.2570365519440938,0.14759010120899252,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,3,3,headphones_full,headphones_full,0.021481528878211975,0.01598362624645233,0.0054979026317596436,0.28264620900154114,24002,0.027517378330230713,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.0042272210121154785,0.011726200580596924,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12,44,cand_044_g03_m12,0.027842342853546143,0.027842342853546143,True,0.02712079882621765,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.02712079882621765,5.965399585664272,0.25372159288695395,0.02712079882621765,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.013909112845402647,0.5529412031173706,0.00491308094933629,0.6832234518868583,37.13401138812914,0.9556512832641602,0.02535329759120941,0.025410354137420654,-5.7056546211242676e-05,1.9349066019058228,8.0,0.013663162787755331,0.004448105891545613,0.33865785598754883,12,4,-0.0007739663124084473,-5.7056546211242676e-05,0.147020809108851,0.25,0.021269811256437916,0.7137255072593689,0.010469060391187668,33.4447272782512,0.9380584359169006,1.300934910774231,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_044_g03_m12/perturbed_edited.png,0.0007215440273284912,0.0007215440273284912,phase2c_probe,0.25372159288695395,0.147020809108851,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,4,3,headphones_full,headphones_full,0.021481528878211975,0.016353100538253784,0.005128428339958191,0.2467993050813675,24002,0.02712079882621765,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.0007739663124084473,0.008272945880889893,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15,31,cand_031_g02_m15,0.027842342853546143,0.027842342853546143,True,0.025194942951202393,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.025194942951202393,5.110200729221106,0.23835841074072595,0.025194942951202393,2,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.015564732906613149,0.3529411852359772,0.005291977431625128,0.6372559240886143,36.15716654965094,0.949215829372406,0.02535329759120941,0.02484339475631714,0.000509902834892273,1.6001794338226318,8.0,0.014135728279749552,0.003975540399551392,0.34919482469558716,15,4,-0.0014700740575790405,0.000509902834892273,0.14719546852442728,0.25,0.021273406887881725,0.6941176652908325,0.009977800771594048,33.443259065015965,0.9378981590270996,1.2980237007141113,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_031_g02_m15/perturbed_edited.png,0.00264739990234375,0.00264739990234375,phase2c_probe,0.23835841074072595,0.14719546852442728,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,5,3,headphones_full,headphones_full,0.021481528878211975,0.01903386414051056,0.002447664737701416,0.20465070009231567,24002,0.025194942951202393,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.0014700740575790405,0.008969053626060486,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08,40,cand_040_g03_m08,0.027842342853546143,0.027842342853546143,True,0.024891942739486694,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.024891942739486694,5.750723600387573,0.235876721029465,0.024891942739486694,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.014131736908543873,0.33725491166114807,0.004901597276329994,0.6763178280421666,36.99608912900539,0.9546844959259033,0.02535329759120941,0.023917794227600098,0.001435503363609314,1.9843816757202148,8.0,0.012254888812700907,0.005856379866600037,0.3277788758277893,8,4,-0.004899650812149048,0.001435503363609314,0.1469647164542858,0.25,0.021268275265877053,0.6745098233222961,0.010358679108321667,33.445354548802996,0.9381083846092224,1.404639482498169,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_040_g03_m08/perturbed_edited.png,0.0029504001140594482,0.0029504001140594482,phase2c_probe,0.235876721029465,0.1469647164542858,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,6,3,headphones_full,headphones_full,0.021481528878211975,0.017746523022651672,0.0037350058555603027,0.2531099021434784,24002,0.024891942739486694,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.004899650812149048,0.012398630380630493,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07,55,cand_055_g04_m07,0.027842342853546143,0.027842342853546143,True,0.024985671043395996,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.024985671043395996,4.972918767482042,0.23549108044597478,0.024985671043395996,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.013873759747234196,0.42352941632270813,0.004882871638983488,0.67647237437112,37.15611660952184,0.9547061324119568,0.02535329759120941,0.025912433862686157,-0.0005591362714767456,1.9621912240982056,8.0,0.01621897518634796,0.0018922934929529827,0.3437718152999878,7,4,0.005853533744812012,-0.0005591362714767456,0.14242284839522723,0.25,0.02057882980796666,0.7176470756530762,0.009837965480983257,33.731586490783585,0.9398924708366394,1.4109591245651245,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_055_g04_m07/perturbed_edited.png,0.0028566718101501465,0.0028566718101501465,phase2c_probe,0.23549108044597478,0.14242284839522723,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,7,3,headphones_full,headphones_full,0.021481528878211975,0.016890957951545715,0.00459057092666626,0.2502794563770294,24002,0.024985671043395996,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,0.005853533744812012,0.0016454458236694336,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04,36,cand_036_g03_m04,0.027842342853546143,0.027842342853546143,True,0.024722784757614136,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.024722784757614136,6.124371875077486,0.23057500216132054,0.024722784757614136,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.010324918067026475,0.3019607961177826,0.0035111617762595415,0.7985988855361938,39.72226771968686,0.9718038439750671,0.02535329759120941,0.02383214235305786,0.0015211552381515503,1.5744421482086182,8.0,0.013664459188779196,0.004446809490521749,0.2280290573835373,4,4,-0.0031293928623199463,0.0011909008026123047,0.13117089640162988,0.25,0.019405103651341307,0.49803924560546875,0.009703048504889011,34.241680663132406,0.9464495182037354,1.0025495290756226,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_036_g03_m04/perturbed_edited.png,0.003119558095932007,0.003119558095932007,phase2c_probe,0.23057500216132054,0.13117089640162988,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,8,3,headphones_full,headphones_full,0.021481528878211975,0.02029062807559967,0.0011909008026123047,0.20082169771194458,24002,0.024722784757614136,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.0031293928623199463,0.010628372430801392,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10,42,cand_042_g03_m10,0.027842342853546143,0.027842342853546143,True,0.02412360906600952,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.02412360906600952,5.321982439607382,0.22763859252535742,0.02412360906600952,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.012321030458262723,0.3764705955982208,0.004376924131065607,0.7319255556379046,38.187059376511826,0.9624695777893066,0.02535329759120941,0.02449217438697815,0.0008611232042312622,1.6171883344650269,8.0,0.013795445362726847,0.004315823316574097,0.29348358511924744,10,4,-0.001752123236656189,0.0008611232042312622,0.138598879989125,0.25,0.020332028671139892,0.6980392336845398,0.009953576140105724,33.83638573100082,0.9427292346954346,1.1746397018432617,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_042_g03_m10/perturbed_edited.png,0.003718733787536621,0.003718733787536621,phase2c_probe,0.22763859252535742,0.138598879989125,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,9,3,headphones_full,headphones_full,0.021481528878211975,0.01864628493785858,0.0028352439403533936,0.20627403259277344,24002,0.02412360906600952,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,-0.001752123236656189,0.009251102805137634,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11,43,cand_043_g03_m11,0.027842342853546143,0.027842342853546143,True,0.023960232734680176,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.023960232734680176,5.232089955359697,0.22545733355791525,0.023960232734680176,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.012268966670240671,0.47058823704719543,0.004249418154358864,0.7323900461196899,38.22384026674809,0.9625346064567566,0.02535329759120941,0.022898972034454346,0.002454325556755066,1.9023455381393433,8.0,0.013996476928393045,0.004114791750907898,0.31712159514427185,11,4,0.00039190053939819336,0.002454325556755066,0.13510188672189533,0.25,0.01966913842470601,0.7333333492279053,0.009431873448193073,34.12429326484756,0.9435746669769287,1.4753332138061523,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_full/existence_probe/seed_00/candidates/cand_043_g03_m11/perturbed_edited.png,0.003882110118865967,0.003882110118865967,phase2c_probe,0.22545733355791525,0.13510188672189533,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,10,3,headphones_full,headphones_full,0.021481528878211975,0.0186985582113266,0.002782970666885376,0.24264609813690186,24002,0.023960232734680176,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_025_g02_m09,cand_025_g02_m09,0.86,0.007498979568481445,0.00039190053939819336,0.007107079029083252,4
