attack_score,budget,foldover_fraction_det_below_0,input_damage_penalty,input_l2,input_psnr,input_ssim,iter,jacobian_det_mean,jacobian_det_min,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_output_l2,objective,output_disruption,output_l2,output_psnr,output_ssim,p95_disp_px,path_flow,path_perturbed,path_perturbed_edited,prompt,prompt_slug,start,target_input_ssim
0.07035841047511258,medium,0.0,0.0,0.004638523057068782,46.67240560559296,0.9953143000602722,0,1.0,0.9891099333763123,0.0,0.5290063619613647,0.09403524547815323,0.04329831897959867,edit_direction,0.07035841047511258,0.010824579744899667,39.3117791152222,0.9729399085044861,0.3174896240234375,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_000/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_000/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_000/perturbed_edited.png,add black sunglasses,add_black_sunglasses,0,0.94
0.13302342023061825,medium,0.0,0.0,0.010993154378618,39.17755346242209,0.9747079014778137,50,1.0,0.9169158935546875,0.0,1.4737753868103027,0.23136748373508453,0.07540414656805111,edit_direction,0.13302342023061825,0.018851036642012778,34.49329524812728,0.9423807263374329,0.7954073548316956,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_050/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_050/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_050/perturbed_edited.png,add black sunglasses,add_black_sunglasses,0,0.94
0.1690698097395752,medium,0.0,0.0,0.012886160855106868,37.797529035070056,0.9601568579673767,100,1.0,0.9047216773033142,0.0,1.7197552919387817,0.3116271495819092,0.10256247026203615,edit_direction,0.1690698097395752,0.025640617565509036,31.821430377087147,0.9334926605224609,1.203115701675415,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_100/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_100/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_100/perturbed_edited.png,add black sunglasses,add_black_sunglasses,0,0.94
0.1525465853723055,medium,0.0,0.0,0.011286430894667123,38.9488674640877,0.9660770893096924,150,1.0,0.9226077198982239,0.0,2.5006110668182373,0.25740742683410645,0.0922615535768038,edit_direction,0.1525465853723055,0.02306538839420095,32.74078455964617,0.9397149682044983,1.0681003332138062,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_00/checkpoints/iter_150/perturbed_edited.png,add black sunglasses,add_black_sunglasses,0,0.94
0.07752470398504499,medium,0.0,0.0,0.004823485959002776,46.33277962707539,0.994783878326416,0,1.0,0.9735980033874512,0.0,0.44323447346687317,0.08829766511917114,0.047573429590055984,edit_direction,0.07752470398504499,0.011893357397513996,38.493910605877176,0.970048725605011,0.32581424713134766,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_000/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_000/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_000/perturbed_edited.png,add black sunglasses,add_black_sunglasses,1,0.94
0.1318755250375832,medium,0.0,0.0,0.013222103917349815,37.57398867764985,0.964116096496582,50,1.0,0.8415369987487793,0.0,2.415865182876587,0.2597709894180298,0.07392461113148578,edit_direction,0.1318755250375832,0.018481152782871445,34.665418853199895,0.9420490860939026,0.9967512488365173,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_050/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_050/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_050/perturbed_edited.png,add black sunglasses,add_black_sunglasses,1,0.94
0.11769486074872396,medium,0.0,0.0,0.008665597242604465,41.24402999719189,0.9813308715820312,100,1.0,0.9314048290252686,0.0,1.0885552167892456,0.17112621665000916,0.06711155777402303,edit_direction,0.11769486074872396,0.016777889443505757,35.50525343354127,0.9494166970252991,0.6228563189506531,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_100/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_100/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_100/perturbed_edited.png,add black sunglasses,add_black_sunglasses,1,0.94
0.10977642170898211,medium,0.0,0.0,0.007968761977894982,41.972182901895245,0.9875812530517578,150,1.0,0.9377238154411316,0.0,1.0335537195205688,0.1357254683971405,0.06789027087203753,edit_direction,0.10977642170898211,0.016972567718009382,35.40504899760037,0.9581138491630554,0.46050530672073364,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_150/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_01/checkpoints/iter_150/perturbed_edited.png,add black sunglasses,add_black_sunglasses,1,0.94
0.07205644911822168,medium,0.0,0.0,0.004473284176968788,46.9874702253724,0.9952408671379089,0,1.0,0.9801750183105469,0.0,0.4327509105205536,0.09290187805891037,0.045694208803738035,edit_direction,0.07205644911822168,0.011423552200934509,38.843976588379725,0.9736377596855164,0.34896957874298096,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_02/checkpoints/iter_000/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_02/checkpoints/iter_000/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_02/checkpoints/iter_000/perturbed_edited.png,add black sunglasses,add_black_sunglasses,2,0.94
0.07735479963407514,medium,0.0,0.0,0.005052479584443747,45.92990865325995,0.994723379611969,50,1.0,0.9511854648590088,0.0,0.7595857977867126,0.09312529861927032,0.0477116812525749,edit_direction,0.07735479963407514,0.011927920313143724,38.46870541872961,0.9703568816184998,0.3222319185733795,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_02/checkpoints/iter_050/flow.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_02/checkpoints/iter_050/perturbed.png,phase1/outputs/phase1a_screening/add_black_sunglasses/edit_direction/medium/start_02/checkpoints/iter_050/perturbed_edited.png,add black sunglasses,add_black_sunglasses,2,0.94
