best_folder,budget,budget_max_disp_px,candidate_folder,candidate_index,candidate_name,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,dct_modes,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,generation,geometry_excess_penalty,geometry_excess_penalty_weight,geometry_method,identity_or_face_health_available,initial_candidate,input_damage_penalty,input_damage_penalty_weight,input_l2,input_max_abs,input_mean_abs,input_preservation_score,input_psnr,input_ssim,max_disp_px,max_disp_px_budget,mean_disp_px,member,mesh_size,output_disruption_score,output_disruption_weight,output_l2,output_max_abs,output_mean_abs,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,phase,phase2_final_score,phase2_output_disruption,phase2_score_formula,prompt,prompt_priority,prompt_slug,rank,region_count,region_key,scale_factor,seed,semantic_drop,semantic_drop_weight,semantic_rescored_from_cache,target_input_ssim,tps_size
phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09,strong,6.0,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09,21,cand_021_g02_m09,0.027842342853546143,0.027842342853546143,True,0.026704013347625732,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.026704013347625732,5.269734479486942,0.3253717060054041,2,0.0,1.0,combined_all,False,False,0.0,3.0,0.02497506742414618,0.886274516582489,0.007820776663720608,0.22638595104217513,32.04986661307455,0.9226385951042175,4.340349197387695,6.0,0.716555655002594,9,4,0.2185556526149012,1.0,0.03102140712650362,0.7333333492279053,0.014863918535411358,30.166770130824947,0.9055299758911133,3.5372679233551025,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09/flow.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09/original.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_021_g02_m09/perturbed_edited.png,0.0011383295059204102,0.0011383295059204102,phase2a_probe,0.3253717060054041,0.2185556526149012,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,1,3,headphones,0.7381546497344971,22101,0.026704013347625732,4.0,True,0.9,4
phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07,strong,6.0,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07,19,cand_019_g02_m07,0.027842342853546143,0.027842342853546143,True,0.023071080446243286,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.023071080446243286,4.910673961043358,0.30409733217186297,2,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.02543052761130192,0.772549033164978,0.008271840400993824,0.22549426555633528,31.892892587048145,0.9225494265556335,5.554189205169678,6.0,0.8491330146789551,7,4,0.2118130103868898,1.0,0.030961999697552527,0.800000011920929,0.012966095469892025,30.183419958770607,0.9120349884033203,3.5672340393066406,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07/flow.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07/original.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_019_g02_m07/perturbed_edited.png,0.0047712624073028564,0.0047712624073028564,phase2a_probe,0.30409733217186297,0.2118130103868898,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,2,3,headphones,0.9445899724960327,22101,0.023071080446243286,4.0,True,0.9,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12,36,cand_036_g03_m12,0.02973318099975586,0.02973318099975586,True,0.01648712158203125,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,['semantic_drop_small:0.0165'],0.01648712158203125,5.369884757325053,0.2948804998085375,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.03337128564506369,0.9215686321258545,0.007143460679799318,0.6398163693291801,29.532541232321353,0.9495742917060852,7.037771224975586,8.0,0.6549704670906067,12,4,0.2289320134804125,1.0,0.03984744607621122,0.8901960849761963,0.011381123214960098,27.99199016819411,0.9304577708244324,6.1029953956604,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/perturbed_edited.png,0.01324605941772461,0.01324605941772461,phase2a_probe,0.2948804998085375,0.2289320134804125,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,1,1,glasses,0.8976749181747437,24201,0.01648712158203125,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01,13,cand_013_g02_m01,0.027842342853546143,0.027842342853546143,True,0.021549075841903687,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.021549075841903687,5.503339039161801,0.2884988391171522,2,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.02268581701406042,0.8745098114013672,0.006663945969194174,0.5334041970116752,32.88491150599886,0.9346765875816345,4.455759048461914,8.0,0.5692830085754395,1,4,0.20230253574953744,1.0,0.03017345576908755,0.7058823704719543,0.015148687176406384,30.40749894366791,0.9183912873268127,3.053184986114502,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_013_g02_m01/perturbed_edited.png,0.006293267011642456,0.006293267011642456,phase2a_probe,0.2884988391171522,0.20230253574953744,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,1,3,headphones,0.5744539499282837,22201,0.021549075841903687,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05,29,cand_029_g03_m05,0.027842342853546143,0.027842342853546143,True,-0.004475682973861694,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_nonpositive:-0.0045', 'semantic_drop_nonpositive:-0.0045']",0.0,5.3283107932657,0.2863270266897503,3,0.0,1.0,region_local_tps,False,False,0.0,3.0,0.02889119042714388,0.8941176533699036,0.009198278188705444,0.325830170086452,30.784691263989412,0.9056162238121033,5.711872100830078,8.0,1.1210888624191284,5,4,0.2863270266897503,1.0,0.04479320903735915,0.772549033164978,0.016556235030293465,26.9757564616246,0.8928458094596863,4.596118927001953,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/perturbed_edited.png,0.03231802582740784,0.03231802582740784,phase2a_probe,0.2863270266897503,0.2863270266897503,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,2,3,headphones,0.7285550832748413,22201,-0.004475682973861694,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11,35,cand_035_g03_m11,0.027842342853546143,0.027842342853546143,True,-0.005396425724029541,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_nonpositive:-0.0054', 'semantic_drop_nonpositive:-0.0054']",0.0,5.331697421148419,0.2788851873852338,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.031144998582852506,0.6941176652908325,0.009751847013831139,0.30562291826520654,30.132233691018733,0.9027872085571289,5.794671058654785,8.0,1.1334894895553589,11,4,0.2788851873852338,1.0,0.04295471352282975,0.772549033164978,0.014522436074912548,27.33978346103803,0.8929336667060852,4.686699390411377,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/perturbed_edited.png,0.033238768577575684,0.033238768577575684,phase2a_probe,0.2788851873852338,0.2788851873852338,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,3,3,headphones,0.7391161918640137,22201,-0.005396425724029541,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10,22,cand_022_g02_m10,0.027842342853546143,0.027842342853546143,True,0.015589892864227295,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,['semantic_drop_small:0.0156'],0.015589892864227295,5.094090271741152,0.2747409412151725,2,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.025102143406045496,0.6941176652908325,0.0072247181087732315,0.5069695370537894,32.00578387342732,0.9309757351875305,6.02842378616333,8.0,0.6587687134742737,10,4,0.21238136975826333,1.0,0.03240992299929636,0.6117647290229797,0.014047608710825443,29.78644001559179,0.9172583222389221,3.6406123638153076,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_022_g02_m10/perturbed_edited.png,0.012252449989318848,0.012252449989318848,phase2a_probe,0.2747409412151725,0.21238136975826333,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,4,3,headphones,0.7689316272735596,22201,0.015589892864227295,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05,strong,6.0,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05,29,cand_029_g03_m05,0.027842342853546143,0.027842342853546143,True,-0.003982245922088623,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_nonpositive:-0.0040', 'semantic_drop_nonpositive:-0.0040']",0.0,5.749973217025399,0.26876000231925967,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.031622547265870646,0.8784313797950745,0.010328644886612892,0.026945233345031523,30.00006299234287,0.9026945233345032,5.2502827644348145,6.0,1.2307243347167969,5,4,0.26876000231925967,1.0,0.03987156765268326,0.9058823585510254,0.015935983508825302,27.986733772066607,0.8907262682914734,4.533881664276123,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05/flow.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05/original.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/strong/seed_00/candidates/cand_029_g03_m05/perturbed_edited.png,0.031824588775634766,0.031824588775634766,phase2a_probe,0.26876000231925967,0.26876000231925967,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,3,3,headphones,0.8929052352905273,22101,-0.003982245922088623,4.0,True,0.9,4
phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08,medium,4.0,phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08,8,cand_008_g01_m08,0.027842342853546143,0.027842342853546143,True,0.027488380670547485,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.027488380670547485,5.837488202378154,0.26388737076613,1,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.015628984621226177,0.6627451181411743,0.005288023501634598,0.17946557203928704,36.12138472333054,0.9507679343223572,2.0631895065307617,4.0,0.3800937831401825,8,4,0.15393384808394006,1.0,0.021894371792904262,0.6509804129600525,0.011593257077038288,33.193350226874145,0.933643639087677,1.5266366004943848,phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/flow.png,phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/original.png,phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/perturbed_edited.png,0.0003539621829986572,0.0003539621829986572,phase2a_probe,0.26388737076613,0.15393384808394006,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,1,3,headphones,0.5263237953186035,22001,0.027488380670547485,4.0,True,0.94,4
phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11,strong,6.0,phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11,11,cand_011_g01_m11,0.02973318099975586,0.02973318099975586,True,0.012950599193572998,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0130', 'semantic_drop_small:0.0130']",0.012950599193572998,5.105640668421984,0.26345531820758933,1,0.0,1.0,combined_all,False,False,0.0,3.0,0.031146189999637988,0.929411768913269,0.006503560114651918,0.5213061571121215,30.13190142846448,0.9521306157112122,5.562582015991211,6.0,0.5328993797302246,11,4,0.21165292143329734,1.0,0.0367460218059638,0.8392156958580017,0.010038052685558796,28.69579343158862,0.9353311657905579,4.780816078186035,phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11/original.png,phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/strong/seed_00/candidates/cand_011_g01_m11/perturbed_edited.png,0.01678258180618286,0.01678258180618286,phase2a_probe,0.26345531820758933,0.21165292143329734,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,1,1,glasses,0.9466586112976074,24101,0.012950599193572998,4.0,True,0.9,4
