best_folder,budget,budget_max_disp_px,candidate_folder,candidate_index,candidate_name,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,crop_clip_available,crop_clip_warning,dct_modes,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,full_image_semantic_drop,generation,geometry_excess_penalty,geometry_excess_penalty_weight,geometry_method,identity_or_face_health_available,initial_candidate,input_damage_penalty,input_damage_penalty_weight,input_l2,input_max_abs,input_mean_abs,input_preservation_score,input_psnr,input_ssim,left_crop_clean_margin,left_crop_perturbed_margin,left_crop_semantic_drop,max_disp_px,max_disp_px_budget,mean_crop_margin,mean_crop_semantic_drop,mean_disp_px,member,mesh_size,min_crop_margin,min_crop_semantic_drop,output_disruption_score,output_disruption_weight,output_l2,output_max_abs,output_mean_abs,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,phase,phase2_final_score,phase2_output_disruption,phase2_score_formula,prompt,prompt_priority,prompt_slug,rank,region_count,region_key,right_crop_clean_margin,right_crop_perturbed_margin,right_crop_semantic_drop,scale_factor,seed,semantic_drop,semantic_drop_weight,target_input_ssim,top_crop_clean_margin,top_crop_perturbed_margin,top_crop_semantic_drop,tps_size
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07,7,cand_007_g01_m07,0.045426785945892334,0.045426785945892334,True,0.001402139663696289,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0014', 'semantic_drop_small:0.0014']",0.001402139663696289,4.771793140098453,0.3565217666032767,0.001402139663696289,1,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.022528649971102873,0.5490196347236633,0.005814915522933006,0.14030234018961665,32.94529665169062,0.948418140411377,0.012075066566467285,0.012695938348770142,-0.0006208717823028564,2.196244478225708,4.0,0.005542089541753133,0.0020549645026524863,0.3158307671546936,7,4,-0.011388629674911499,-0.0006208717823028564,0.35091320794849157,1.0,0.0613543195576185,0.8549019694328308,0.02512308768928051,24.243097120353436,0.8945040702819824,1.643290400505066,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_007_g01_m07/perturbed_edited.png,0.044024646282196045,0.044024646282196045,phase3_breadth_probe,0.3565217666032767,0.35091320794849157,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,1,3,headphones,0.018729060888290405,0.015318959951400757,0.0034101009368896484,0.560266375541687,53001,0.001402139663696289,4.0,0.94,-0.008012965321540833,-0.011388629674911499,0.0033756643533706665,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07,15,cand_015_g02_m07,0.045426785945892334,0.045426785945892334,True,0.001874476671218872,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0019', 'semantic_drop_small:0.0019']",0.001874476671218872,4.734249968081713,0.27428962576392235,0.001874476671218872,2,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.012791497909462074,0.4745098352432251,0.0028191262390464544,0.7206161419550581,37.86157191617689,0.9832369685173035,0.012075066566467285,0.011559337377548218,0.0005157291889190674,1.1177853345870972,4.0,0.004577626784642537,0.003019427259763082,0.1265759915113449,7,4,-0.011242449283599854,0.0005157291889190674,0.26679171907904686,1.0,0.04808624532819525,0.8235294222831726,0.01839413307607174,26.359582643970345,0.9255532622337341,0.6418724060058594,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_015_g02_m07/perturbed_edited.png,0.04355230927467346,0.04355230927467346,phase3_breadth_probe,0.27428962576392235,0.26679171907904686,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,2,3,headphones,0.018729060888290405,0.013415992259979248,0.005313068628311157,0.2851492762565613,53001,0.001874476671218872,4.0,0.94,-0.008012965321540833,-0.011242449283599854,0.003229483962059021,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03,11,cand_011_g02_m03,0.045426785945892334,0.045426785945892334,True,0.0011066198348999023,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0011', 'semantic_drop_small:0.0011']",0.0011066198348999023,4.687905017286539,0.26524821390803566,0.0011066198348999023,2,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.016123997491599998,0.5411764979362488,0.00409691920503974,0.5141734679540003,35.85054556163793,0.97085040807724,0.012075066566467285,0.009885728359222412,0.002189338207244873,1.6716862916946411,4.0,0.003692378600438436,0.0039046754439671836,0.20510321855545044,3,4,-0.012083053588867188,0.002189338207244873,0.26082173456843605,1.0,0.04689387348814782,0.7803921699523926,0.018810143694281578,26.577677851066845,0.9267537593841553,1.1370477676391602,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_011_g02_m03/perturbed_edited.png,0.04432016611099243,0.04432016611099243,phase3_breadth_probe,0.26524821390803566,0.26082173456843605,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,3,3,headphones,0.018729060888290405,0.013274461030960083,0.005454599857330322,0.42645058035850525,53001,0.0011066198348999023,4.0,0.94,-0.008012965321540833,-0.012083053588867188,0.004070088267326355,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08,16,cand_016_g02_m08,0.045426785945892334,0.045426785945892334,True,0.0021619200706481934,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0022', 'semantic_drop_small:0.0022']",0.0021619200706481934,4.6999665554612875,0.26279609239490864,0.0021619200706481934,2,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.0127387878487364,0.32549020648002625,0.0035254734102636576,0.6213843425114953,37.89743790100286,0.9772830605506897,0.012075066566467285,0.010150223970413208,0.0019248425960540771,1.8406251668930054,4.0,0.0039929648240407305,0.0036040892203648887,0.18932271003723145,8,4,-0.011229932308197021,0.0019248425960540771,0.25414841211231587,1.0,0.046454575748225146,0.8470588326454163,0.016570035368204117,26.659430036278074,0.9316698908805847,0.9088698029518127,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_016_g02_m08/perturbed_edited.png,0.04326486587524414,0.04326486587524414,phase3_breadth_probe,0.26279609239490864,0.25414841211231587,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,4,3,headphones,0.018729060888290405,0.013058602809906006,0.005670458078384399,0.47900593280792236,53001,0.0021619200706481934,4.0,0.94,-0.008012965321540833,-0.011229932308197021,0.003216966986656189,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06,6,cand_006_g01_m06,0.045426785945892334,0.045426785945892334,True,0.0016340911388397217,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0016', 'semantic_drop_small:0.0016']",0.0016340911388397217,5.038594227284193,0.2598147322539148,0.0016340911388397217,1,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.012234142119429553,0.4117647111415863,0.0030461184214800596,0.6985246737798058,38.24852957546381,0.9819114804267883,0.012075066566467285,0.011555254459381104,0.0005198121070861816,1.1353240013122559,4.0,0.00466988484064738,0.0029271692037582397,0.14538276195526123,6,4,-0.011155784130096436,0.0005198121070861816,0.25327836769855594,1.0,0.045667750880213014,0.7803921699523926,0.016608653590083122,26.807807534168404,0.9293926358222961,0.7743850946426392,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_006_g01_m06/perturbed_edited.png,0.04379269480705261,0.04379269480705261,phase3_breadth_probe,0.2598147322539148,0.25327836769855594,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,5,3,headphones,0.018729060888290405,0.01361018419265747,0.005118876695632935,0.2896234393119812,53001,0.0016340911388397217,4.0,0.94,-0.008012965321540833,-0.011155784130096436,0.003142818808555603,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08,8,cand_008_g01_m08,0.045426785945892334,0.045426785945892334,True,0.0007864236831665039,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",reject_input_damage,"['input_ssim_below_target:0.9386<0.9400', 'semantic_drop_small:0.0008']",0.0007864236831665039,4.776882080361247,0.2553080806572011,0.0007864236831665039,1,0.0,1.0,region_local_tps,False,False,0.01122095108032184,3.0,0.022860137286370156,0.5058823823928833,0.007017991039901972,0.0,32.81842331561792,0.9385973811149597,0.012075066566467285,0.012214481830596924,-0.00013941526412963867,2.0805249214172363,4.0,0.005467057228088379,0.0021299968163172403,0.38671278953552246,8,4,-0.011269152164459229,-0.00013941526412963867,0.2858252391655006,1.0,0.050802600022126186,0.7490196228027344,0.01610691286623478,25.882281208507933,0.9173851609230042,1.7095118761062622,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_008_g01_m08/perturbed_edited.png,0.04464036226272583,0.04464036226272583,phase3_breadth_probe,0.2553080806572011,0.2858252391655006,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,6,3,headphones,0.018729060888290405,0.015455842018127441,0.003273218870162964,0.5307461619377136,53001,0.0007864236831665039,4.0,0.94,-0.008012965321540833,-0.011269152164459229,0.003256186842918396,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04,4,cand_004_g01_m04,0.045426785945892334,0.045426785945892334,True,0.0036930441856384277,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0037', 'semantic_drop_small:0.0037']",0.0036930441856384277,4.703750835731626,0.2545772047840942,0.0036930441856384277,1,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.014976189076162705,0.37254902720451355,0.004039365332573652,0.5365569988886519,36.49197371104065,0.9721934199333191,0.012075066566467285,0.011992216110229492,8.285045623779297e-05,1.496978759765625,4.0,0.004682173331578572,0.002914880712827047,0.19716453552246094,4,4,-0.010417968034744263,8.285045623779297e-05,0.23980502804154044,1.0,0.04311930765716703,0.7529411911964417,0.014507927931845188,27.30656441982425,0.9326722025871277,1.0463842153549194,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_004_g01_m04/perturbed_edited.png,0.041733741760253906,0.041733741760253906,phase3_breadth_probe,0.2545772047840942,0.23980502804154044,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,7,3,headphones,0.018729060888290405,0.012472271919250488,0.006256788969039917,0.38188233971595764,53001,0.0036930441856384277,4.0,0.94,-0.008012965321540833,-0.010417968034744263,0.00240500271320343,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01,9,cand_009_g02_m01,0.045426785945892334,0.045426785945892334,True,0.002530217170715332,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0025', 'semantic_drop_small:0.0025']",0.002530217170715332,4.6469819117337465,0.24509609259909504,0.002530217170715332,2,0.0,1.0,combined_all,False,False,0.0,3.0,0.01971281639091002,0.545098066329956,0.0056504253298044205,0.2820332447687791,34.10502646352217,0.9569219946861267,0.012075066566467285,0.012140989303588867,-6.592273712158203e-05,1.458635926246643,4.0,0.005531226595242818,0.0020658274491628013,0.293380469083786,1,4,-0.009193554520606995,-6.592273712158203e-05,0.2349752239162337,1.0,0.04177309701280324,0.7372549176216125,0.013153755106031895,27.582066508242903,0.9321171641349792,1.0577586889266968,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_009_g02_m01/perturbed_edited.png,0.042896568775177,0.042896568775177,phase3_breadth_probe,0.24509609259909504,0.2349752239162337,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,8,3,headphones,0.018729060888290405,0.013646245002746582,0.005082815885543823,0.37387675046920776,53001,0.002530217170715332,4.0,0.94,-0.008012965321540833,-0.009193554520606995,0.0011805891990661621,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06,14,cand_014_g02_m06,0.045426785945892334,0.045426785945892334,True,0.0021392107009887695,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0021', 'semantic_drop_small:0.0021']",0.0021392107009887695,4.708405259996653,0.24083376632782952,0.0021392107009887695,2,0.0,1.0,combined_all,False,False,0.0,3.0,0.01418390215023907,0.4313725531101227,0.003753134049475193,0.5850811402002974,36.96408546883906,0.9751048684120178,0.012075066566467285,0.01295924186706543,-0.0008841753005981445,1.1477172374725342,4.0,0.005887349446614583,0.001709704597791036,0.18377692997455597,6,4,-0.010502904653549194,-0.0008841753005981445,0.23227692352387444,1.0,0.04268539127372984,0.7137255072593689,0.013824000023305416,27.39441466566239,0.9384646415710449,0.782365083694458,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_014_g02_m06/perturbed_edited.png,0.043287575244903564,0.043287575244903564,phase3_breadth_probe,0.24083376632782952,0.23227692352387444,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,9,3,headphones,0.018729060888290405,0.015205711126327515,0.0035233497619628906,0.29278501868247986,53001,0.0021392107009887695,4.0,0.94,-0.008012965321540833,-0.010502904653549194,0.002489939332008362,4
phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04,medium,4.0,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04,12,cand_012_g02_m04,0.045426785945892334,0.045426785945892334,True,0.002710282802581787,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0027', 'semantic_drop_small:0.0027']",0.002710282802581787,4.579470677301288,0.23839694826230448,0.002710282802581787,2,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.015048241929557256,0.4274510145187378,0.0038254093378782272,0.5673348506291711,36.45028470557682,0.9740400910377502,0.012075066566467285,0.013050466775894165,-0.0009754002094268799,0.9210618138313293,4.0,0.0055558035771052046,0.002041250467300415,0.1700165718793869,4,4,-0.012431666254997253,-0.0009754002094268799,0.22755581705197733,1.0,0.04143336556460719,0.7333333492279053,0.013068553060293198,27.652995764749928,0.9381776452064514,0.7489102482795715,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04/flow.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04/original.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04/original_edited.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04/perturbed.png,phase3/outputs/breadth_probe/cases/face_008/igs_1p00/add_headphones/medium/seed_00/candidates/cand_012_g02_m04/perturbed_edited.png,0.04271650314331055,0.04271650314331055,phase3_breadth_probe,0.23839694826230448,0.22755581705197733,"4.0*max(0,semantic_drop)+1.0*output_disruption-3.0*input_damage_penalty-1.0*geometry_excess_penalty",add headphones,1,add_headphones,10,3,headphones,0.018729060888290405,0.0160486102104187,0.002680450677871704,0.2349647432565689,53001,0.002710282802581787,4.0,0.94,-0.008012965321540833,-0.012431666254997253,0.004418700933456421,4
