disp_penalty,edit_direction_cosine,edit_direction_mse,elapsed_seconds,fold_penalty,foldover_fraction_det_below_0,grad_norm,iter,jacobian_det_mean,jacobian_det_min,loss,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_visual_mse,objective,p95_disp_px,scaled_objective,smooth_penalty,unet_prediction_mse,vae_conditioning_mse,visual_mse
0.0006489537772722542,0.9514051675796509,6.187862027218216e-07,0.5963447690010071,0.0,0.0,0.008583405055105686,1,1.0,0.9801590442657471,0.0008536215755157173,0.0,0.4334917962551117,0.0929630696773529,8.822660311125219e-05,6.187862027218216e-07,0.3493506610393524,1.8563586081654648e-06,0.00034718005917966366,4.739612450066488e-06,0.37619656324386597,1.9560506189009175e-05
0.002553736325353384,0.9468932151794434,6.696587888654904e-07,1.218237765133381,0.0,0.0,0.022491268813610077,2,1.0,0.9583596587181091,0.004128888715058565,0.0,0.8828199505805969,0.1813904047012329,0.0005053341737948358,6.696587888654904e-07,0.6658672094345093,2.0089764802833088e-06,0.000647644279524684,9.799990948522463e-06,0.7964254021644592,0.00011203641770407557
0.0008873027982190251,0.9503220319747925,6.345175052047125e-07,1.822134518995881,0.0,0.0,0.011126795783638954,3,1.0,0.9710094332695007,0.001303260331042111,0.0,0.5184094309806824,0.1071765199303627,0.00014366020332090557,6.345175052047125e-07,0.40312156081199646,1.9035525156141375e-06,0.0004304666072130203,6.036472314008279e-06,0.472228080034256,3.1850555387791246e-05
0.0007642739801667631,0.950339674949646,6.33321974419232e-07,2.439140137284994,0.0,0.0,0.012500816956162453,4,1.0,0.9860714077949524,0.001189241767860949,0.0,0.5541124939918518,0.09965220093727112,0.00013283560110721737,6.33321974419232e-07,0.36225050687789917,1.899965923257696e-06,0.0003869175852742046,4.6644918256788515e-06,0.4014732837677002,2.94506608042866e-05
0.001096506486646831,0.9497095346450806,6.3934476202121e-07,3.0452880021184683,0.0,0.0,0.015627838671207428,5,1.0,0.9831750988960266,0.0018365357536822557,0.0,0.6819043755531311,0.11471594870090485,0.0002172856475226581,6.3934476202121e-07,0.46309125423431396,1.91803428606363e-06,0.000434840505477041,5.912169399380218e-06,0.4919707179069519,4.8173875256907195e-05
0.0007474439335055649,0.9508792757987976,6.26719668161968e-07,3.6441501025110483,0.0,0.0,0.012679966166615486,6,0.9999999403953552,0.9843776822090149,0.0013184434501454234,0.0,0.5003769397735596,0.09496168792247772,0.00015394673391710967,6.26719668161968e-07,0.39192909002304077,1.8801590613293229e-06,0.0003672500606626272,5.4513084251084365e-06,0.4248601794242859,3.413115700823255e-05
0.0003440309956204146,0.9540998935699463,5.811134542454965e-07,4.254821382462978,0.0,0.0,0.008271042257547379,7,1.0,0.9883241653442383,0.0006194432498887181,0.0,0.3397212624549866,0.06645803153514862,6.752931949449703e-05,5.811134542454965e-07,0.25486817955970764,1.7433403627364896e-06,0.0002580688742455095,3.210333261449705e-06,0.25331681966781616,1.4971762539062183e-05
0.00041204385343007743,0.954678475856781,5.761999659625872e-07,4.8646574933081865,0.0,0.0,0.00930950790643692,8,1.0,0.9858531951904297,0.0007078659837134182,0.0,0.3438930809497833,0.07334653288125992,7.713442028034478e-05,5.761999659625872e-07,0.2735206186771393,1.7285999547311803e-06,0.00028536817990243435,3.5307975849718787e-06,0.2783162593841553,1.710128526610788e-05
0.000617158249951899,0.9511615037918091,6.205652880453272e-07,5.479385377839208,0.0,0.0,0.011467372067272663,9,1.0,0.9889010787010193,0.0010215051006525755,0.0,0.4593268036842346,0.0890464037656784,0.00011500070104375482,6.205652880453272e-07,0.33804818987846375,1.8616958641359815e-06,0.00033759826328605413,4.439089934749063e-06,0.35118311643600464,2.5496527086943388e-05
0.0005666686920449138,0.9530643224716187,5.979691195534542e-07,6.097701881080866,0.0,0.0,0.010868052951991558,10,1.0,0.9864194989204407,0.0009386572637595236,0.0,0.4188704788684845,0.08477388322353363,0.00010525287507334724,5.979691195534542e-07,0.3220745623111725,1.7939073586603627e-06,0.0003176415339112282,4.7502812776656356e-06,0.350576251745224,2.3335360310738906e-05
