baseline_output_path,clean_quality_score,contrast,discovery_num_inference_steps,face_detected_edited,face_detected_original,guidance_scale,identity_distance_sface_if_available,identity_similarity_sface_if_available,image_guidance_scale,l2,max_abs,mean_abs,mean_brightness,near_black_fraction,near_white_fraction,num_inference_steps,path_config,path_original,path_original_edited,prompt,prompt_slug,psnr,reason_selected,seed,ssim
phase1/outputs/prompt_discovery/all_runs/add_black_sunglasses/igs_1p5_gs_7p5/edited.png,2.75,0.2270839661359787,20,True,True,7.5,,,1.5,0.12756894478644973,0.9607843160629272,0.08489233255386353,0.42724138498306274,0.09646987915039062,0.0,20,phase1/outputs/baselines/instruct_pix2pix/add_black_sunglasses/config.json,phase1/outputs/baselines/instruct_pix2pix/add_black_sunglasses/original.png,phase1/outputs/baselines/instruct_pix2pix/add_black_sunglasses/original_edited.png,add black sunglasses,add_black_sunglasses,17.8851007363391,Manual visual audit: localized sunglasses edit with the original face and hair structure largely retained.,1234,0.7858953475952148
phase1/outputs/prompt_discovery/all_runs/add_round_glasses/igs_1p5_gs_7p5/edited.png,2.75,0.19548399746418,20,True,True,7.5,,,1.5,0.03373236343560285,0.7921568751335144,0.019009871408343315,0.4324491322040558,0.020374298095703125,0.0,20,phase1/outputs/baselines/instruct_pix2pix/add_round_glasses/config.json,phase1/outputs/baselines/instruct_pix2pix/add_round_glasses/original.png,phase1/outputs/baselines/instruct_pix2pix/add_round_glasses/original_edited.png,add round glasses,add_round_glasses,29.439064583816418,Manual visual audit: visible glasses addition while retaining the source identity at the selected guidance setting.,1234,0.8499152064323425
phase1/outputs/prompt_discovery/all_runs/add_a_small_earring/igs_2p0_gs_7p5/edited.png,2.75,0.205277219414711,20,True,True,7.5,,,2.0,0.029265296328087012,0.6117647290229797,0.018602248281240463,0.4264388680458069,0.034313201904296875,0.0,20,phase1/outputs/baselines/instruct_pix2pix/add_a_small_earring/config.json,phase1/outputs/baselines/instruct_pix2pix/add_a_small_earring/original.png,phase1/outputs/baselines/instruct_pix2pix/add_a_small_earring/original_edited.png,add a small earring,add_a_small_earring,30.672941480883953,"Manual visual audit: small accessory edit, face identity retained, and no global color or person replacement.",1234,0.8392197489738464
phase1/outputs/prompt_discovery/all_runs/add_headphones/igs_1p5_gs_7p5/edited.png,2.75,0.2021409571170807,20,True,True,7.5,,,1.5,0.04314489456859597,0.7058823704719543,0.029819579795002937,0.4385019540786743,0.03282928466796875,0.0,20,phase1/outputs/baselines/instruct_pix2pix/add_headphones/config.json,phase1/outputs/baselines/instruct_pix2pix/add_headphones/original.png,phase1/outputs/baselines/instruct_pix2pix/add_headphones/original_edited.png,add headphones,add_headphones,27.301411758821562,Manual visual audit: clear localized headphone edit with stable source-face identity.,1234,0.8577125668525696
phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p5_gs_7p5/edited.png,2.75,0.20800919830799103,20,True,True,7.5,,,1.5,0.05872904733625641,0.7019608020782471,0.027798691764473915,0.4234870374202728,0.028179168701171875,3.814697265625e-06,20,phase1/outputs/baselines/instruct_pix2pix/add_a_small_beard/config.json,phase1/outputs/baselines/instruct_pix2pix/add_a_small_beard/original.png,phase1/outputs/baselines/instruct_pix2pix/add_a_small_beard/original_edited.png,add a small beard,add_a_small_beard,24.622940878752168,Manual visual audit: facial-hair edit is semantically clear and preserves the source facial structure.,1234,0.8156446814537048
phase1/outputs/prompt_discovery/all_runs/make_the_person_smile_slightly/igs_2p0_gs_7p5/edited.png,2.75,0.20935013890266418,20,True,True,7.5,,,2.0,0.04420165162295786,0.8313725590705872,0.0271394494920969,0.43855249881744385,0.03324127197265625,3.814697265625e-06,20,phase1/outputs/baselines/instruct_pix2pix/make_the_person_smile_slightly/config.json,phase1/outputs/baselines/instruct_pix2pix/make_the_person_smile_slightly/original.png,phase1/outputs/baselines/instruct_pix2pix/make_the_person_smile_slightly/original_edited.png,make the person smile slightly,make_the_person_smile_slightly,27.0912300531378,Manual visual audit: visible mild expression edit with the original identity retained.,1234,0.8210026621818542
