attack_score,budget,combo_id,foldover_fraction_det_below_0,input_damage_penalty,input_l2,input_psnr,input_ssim,iter,jacobian_det_mean,jacobian_det_min,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_output_l2,objective,output_disruption,output_l2,output_psnr,output_ssim,p95_disp_px,path_flow,path_perturbed,path_perturbed_edited,prompt,prompt_slug,start,target_input_ssim
0.10883150189011438,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.005920093075628054,44.55342930502166,0.9939422607421875,0,0.9999999403953552,0.9688298106193542,0.0,0.5230544209480286,0.10246508568525314,0.06743947355835779,vae_conditioning,0.10883150189011438,0.016859868389589448,35.46291639718894,0.9586079716682434,0.38760703802108765,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_000/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_000/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_000/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.1563831398442211,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.011236044287515618,38.98773115340751,0.9703815579414368,25,1.0,0.9435914158821106,0.0,1.7412391901016235,0.21819062530994415,0.0859616229489269,vae_conditioning,0.1563831398442211,0.021490405737231724,33.355107699684936,0.9295784831047058,0.9140295386314392,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_025/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_025/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_025/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.16512286281974595,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.011726002758482682,38.6170001597127,0.9659461379051208,50,1.0,0.9483777284622192,0.0,2.8562350273132324,0.29516130685806274,0.09001701689155381,vae_conditioning,0.16512286281974595,0.022504254222888452,32.954707494768584,0.9248941540718079,1.3819236755371094,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_050/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_050/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_050/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.16935813501622615,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.01149517737090829,38.789686463340026,0.9681736826896667,75,1.0,0.9318339824676514,0.0,2.856673240661621,0.26139795780181885,0.09259039238240659,vae_conditioning,0.16935813501622615,0.023147598095601647,32.70988133520535,0.9232322573661804,1.1924488544464111,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_075/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_075/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_075/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.16750764393144052,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.01060398290299824,39.490619623191385,0.9718939661979675,100,1.0,0.9404007196426392,0.0,2.648463726043701,0.23912584781646729,0.09162932180695933,vae_conditioning,0.16750764393144052,0.022907330451739833,32.80051038350197,0.9241216778755188,0.9895002841949463,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_100/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_100/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_100/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.18011102744693952,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.011837276070861514,38.534964471678855,0.9648619294166565,125,1.0,0.9490455985069275,0.0,3.0754823684692383,0.3115904927253723,0.09779051610584454,vae_conditioning,0.18011102744693952,0.024447629026461134,32.235265062630646,0.917679488658905,1.4786319732666016,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_125/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_125/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_125/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.20392706159323637,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.015066696781872491,36.43963903685414,0.9517318606376648,150,1.0,0.9215796589851379,0.0,3.892918348312378,0.3798072636127472,0.11203440192908233,vae_conditioning,0.20392706159323637,0.028008600482270583,31.054171824251327,0.908107340335846,1.71141517162323,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_150/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_150/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_150/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.19830567446294833,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.014702214927706693,36.65234465412699,0.9511041641235352,175,1.0,0.8812659382820129,0.0,3.1265463829040527,0.42700058221817017,0.10646779146734286,vae_conditioning,0.19830567446294833,0.026616947866835716,31.496834920567615,0.9081621170043945,2.135234832763672,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_175/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_175/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_175/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.18087877758463528,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.013042895121757879,37.69251995759017,0.9601028561592102,200,1.0,0.9342435002326965,0.0,3.423008680343628,0.3368692398071289,0.09703983791788724,vae_conditioning,0.18087877758463528,0.02425995947947181,32.30219857710243,0.916161060333252,1.553226113319397,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_200/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_200/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_200/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
0.18021381308813397,strong,01_make_the_person_smile_slightly__vae_conditioning__strong,0.0,0.0,0.01285618234217677,37.81775953005976,0.960606575012207,225,1.0,0.9315735697746277,0.0,3.4277217388153076,0.33869051933288574,0.09629363229055707,vae_conditioning,0.18021381308813397,0.024073408072639267,32.36924844596029,0.9160798192024231,1.6057063341140747,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_225/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_225/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_225/perturbed_edited.png,make the person smile slightly,make_the_person_smile_slightly,0,0.9
