disp_penalty,edit_direction_cosine,edit_direction_mse,effective_objective_scale,elapsed_seconds,fold_penalty,foldover_fraction_det_below_0,grad_norm,initial_objective_grad_norm,initial_regularizer_grad_norm,iter,jacobian_det_mean,jacobian_det_min,loss,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_visual_mse,objective,p95_disp_px,scaled_objective,smooth_penalty,unet_prediction_mse,vae_conditioning_mse,visual_mse
0.000659328477922827,0.9516451358795166,6.156690233183326e-07,1000000.0,1.3899911977350712,0.0,0.0,0.01125806663185358,0.0,0.009522564709186554,1,1.0,0.9891078472137451,-0.6147712469100952,0.0,0.5300926566123962,0.09410414099693298,9.501114254817367e-05,6.156690233183326e-07,0.3178038001060486,0.6156690120697021,0.0003348661120980978,4.272061232768465e-06,0.3455606698989868,2.1064690372440964e-05
0.003401038236916065,0.9476702213287354,6.659677183051826e-07,1000000.0,1.9127655029296875,0.0,0.0,0.01989922672510147,0.0,0.009522564709186554,2,1.0,0.9627710580825806,-0.6613307595252991,0.0,1.0476442575454712,0.2079664170742035,0.0005508873146027327,6.659677183051826e-07,0.7739623188972473,0.6659677028656006,0.0007315925322473049,1.3670952284883242e-05,1.154686450958252,0.00012213589798193425
0.0026810585986822844,0.9480648040771484,6.582328069271171e-07,1000000.0,2.3538407869637012,0.0,0.0,0.01734147220849991,0.0,0.009522564709186554,3,0.9999999403953552,0.9627574682235718,-0.6545840501785278,0.0,0.9724759459495544,0.18514962494373322,0.00042602172470651567,6.582328069271171e-07,0.6950413584709167,0.6582328081130981,0.0006975056603550911,9.990209036914166e-06,0.8864101767539978,9.445224713999778e-05
0.001492988085374236,0.9489989280700684,6.49800142582535e-07,1000000.0,2.7870662827044725,0.0,0.0,0.013507033698260784,0.0,0.009522564709186554,4,1.0,0.9688569903373718,-0.6476378440856934,0.0,0.6617076396942139,0.1385004222393036,0.0002488248283043504,6.49800142582535e-07,0.5492593050003052,0.6498001217842102,0.000521727604791522,8.205173799069598e-06,0.7153093814849854,5.516635064850561e-05
0.001723135239444673,0.9486988186836243,6.539744390465785e-07,1000000.0,3.2225632276386023,0.0,0.0,0.018269656226038933,0.0,0.009522564709186554,5,1.0,0.969124436378479,-0.6517523527145386,0.0,0.7742949724197388,0.14883144199848175,0.0002501154085621238,6.539744390465785e-07,0.5686054229736328,0.6539744138717651,0.000534658320248127,7.953960448503494e-06,0.6774399876594543,5.5452481319662184e-05
0.0021647359244525433,0.9475975036621094,6.644891072937753e-07,1000000.0,3.6508034635335207,0.0,0.0,0.01869715005159378,0.0,0.009522564709186554,6,0.9999999403953552,0.9737179279327393,-0.6617529392242432,0.0,0.8091091513633728,0.16569748520851135,0.0003098196757491678,6.644891072937753e-07,0.6555724143981934,0.6644890904426575,0.0006063164328224957,9.366704944113735e-06,0.7899507284164429,6.868936907267198e-05
0.002343744970858097,0.9493714570999146,6.447504574680352e-07,1000000.0,4.077850922942162,0.0,0.0,0.015163126401603222,0.0,0.009522564709186554,7,1.0,0.9770477414131165,-0.6413857936859131,0.0,0.9578826427459717,0.1665142923593521,0.0003968379751313478,6.447504574680352e-07,0.7135042548179626,0.6447504758834839,0.000641218270175159,8.784046258369926e-06,0.7199652194976807,8.798198541626334e-05
0.0023097479715943336,0.9481639266014099,6.599644848392927e-07,1000000.0,4.548632822930813,0.0,0.0,0.02280682511627674,0.0,0.009522564709186554,8,1.0,0.9788902997970581,-0.6564850211143494,0.0,0.9609935283660889,0.16559156775474548,0.00041618445538915694,6.599644848392927e-07,0.6991483569145203,0.6599645018577576,0.0006235267501324415,9.29643283598125e-06,0.7232812643051147,9.227124974131584e-05
0.0018131346441805363,0.9480807185173035,6.595959121113992e-07,1000000.0,4.99990832619369,0.0,0.0,0.018043963238596916,0.0,0.009522564709186554,9,1.0,0.9791902303695679,-0.6570594310760498,0.0,0.7686676383018494,0.15383395552635193,0.00029288235236890614,6.595959121113992e-07,0.564586877822876,0.6595959067344666,0.0005646176869049668,9.018505807034671e-06,0.7107717990875244,6.49342400720343e-05
0.0014508847380056977,0.9481207132339478,6.617760845983867e-07,1000000.0,5.441395170986652,0.0,0.0,0.012388802133500576,0.0,0.009522564709186554,10,1.0,0.9795640707015991,-0.6599695086479187,0.0,0.5309560298919678,0.1430760622024536,0.00019741251890081912,6.617760845983867e-07,0.46757760643959045,0.661776065826416,0.0005083411233499646,7.688541700190399e-06,0.6368359327316284,4.3767853640019894e-05
