disp_penalty,edit_direction_cosine,edit_direction_mse,effective_objective_scale,elapsed_seconds,fold_penalty,foldover_fraction_det_below_0,grad_norm,initial_objective_grad_norm,initial_regularizer_grad_norm,iter,jacobian_det_mean,jacobian_det_min,loss,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_visual_mse,objective,objective_gradient_probe_multiplier,p95_disp_px,scaled_objective,smooth_penalty,unet_prediction_mse,vae_conditioning_mse,visual_mse
0.0007771019008941948,0.9961353540420532,8.077003599282762e-07,0.04584293169031149,2.048445250838995,0.0,0.0,0.02163524180650711,0.8626542091369629,0.010545759461820126,1,1.0,0.9764721393585205,-0.003783597843721509,0.0,0.498116135597229,0.10052348673343658,0.00010993884643539786,0.10519691556692123,1.0,0.3686771094799042,0.00482253497466445,0.00038072114693932235,6.385196320479736e-05,0.4206567406654358,2.4374276108574122e-05
0.002568864496424794,0.9948942065238953,1.1181733725607046e-06,0.04584293169031149,3.449139127507806,0.0,0.0,0.014389364048838615,0.8626542091369629,0.010545759461820126,2,1.0,0.9576376080513,-0.008922011591494083,0.0,0.8885072469711304,0.1827867478132248,0.00041962097748182714,0.27215713262557983,1.0,0.6697540283203125,0.012476480565965176,0.0006242536474019289,0.00015619094483554363,1.0883116722106934,9.303315164288506e-05
0.0027669307310134172,0.9948806166648865,1.109052050196624e-06,0.04584293169031149,4.735027667135,0.0,0.0,0.013924273662269115,0.8626542091369629,0.010545759461820126,3,0.9999999403953552,0.9558629989624023,-0.008274399675428867,0.0,0.9500612020492554,0.18540459871292114,0.00043375074164941907,0.26124781370162964,1.0,0.7452858686447144,0.011976365000009537,0.0006590111879631877,0.00015229370910674334,1.044682264328003,9.616582974558696e-05
0.002833898412063718,0.9949442148208618,1.0939996855086065e-06,0.04584293169031149,6.078331954777241,0.0,0.0,0.015788907185196877,0.8626542091369629,0.010545759461820126,4,1.0,0.9674745798110962,-0.007876538671553135,0.0,0.9368425607681274,0.1871778815984726,0.00043170354911126196,0.2526013255119324,1.0,0.766964852809906,0.011579984799027443,0.0006632705917581916,0.0001493733434472233,1.0101021528244019,9.571194823365659e-05
0.002555056707933545,0.9949378967285156,1.0804193379954086e-06,0.04584293169031149,7.480052607133985,0.0,0.0,0.015196969732642174,0.8626542091369629,0.010545759461820126,5,1.0,0.9763157963752747,-0.008203432895243168,0.0,1.0438446998596191,0.1760842204093933,0.0004023545188829303,0.25421497225761414,1.0,0.7129982113838196,0.01165395975112915,0.0006584111833944917,0.00015009701019153,1.0165554285049438,8.920504478737712e-05
0.0017998340772464871,0.9952152371406555,1.018983880385349e-06,0.04584293169031149,8.939017528668046,0.0,0.0,0.009073344059288502,0.8626542091369629,0.010545759461820126,6,1.0,0.9804781675338745,-0.0077425288036465645,0.0,1.071327567100525,0.14401200413703918,0.0002981646393891424,0.22530949115753174,1.0,0.5968722701072693,0.010328846983611584,0.0006079761078581214,0.00013106095138937235,0.9009717702865601,6.610536365769804e-05
0.001203011255711317,0.9955235719680786,9.517229386801773e-07,0.04584293169031149,10.460872620344162,0.0,0.0,0.00945147406309843,0.8626542091369629,0.010545759461820126,7,1.0,0.9832864999771118,-0.006459456868469715,0.0,1.0540746450424194,0.11498092114925385,0.0002126257459167391,0.18169331550598145,1.0,0.47039854526519775,0.008329354226589203,0.0005376823246479034,0.00010624250717228279,0.7265569567680359,4.714074020739645e-05
0.0011328881373628974,0.9954927563667297,9.634112529965932e-07,0.04584293169031149,11.845094311982393,0.0,0.0,0.0112606855109334,0.8626542091369629,0.010545759461820126,8,1.0,0.982442319393158,-0.0062952409498393536,0.0,1.0497515201568604,0.11517646908760071,0.00021287292474880815,0.17764849960803986,1.0,0.4334298372268677,0.008143927901983261,0.0005156077677384019,0.00010360423766542226,0.7103829383850098,4.719554272014648e-05
0.0013572126626968384,0.9954765439033508,9.674655530034215e-07,0.04584293169031149,13.376768976449966,0.0,0.0,0.016300946474075317,0.8626542091369629,0.010545759461820126,9,1.0,0.9798799157142639,-0.006649547256529331,0.0,1.0692017078399658,0.12666235864162445,0.00024352784384973347,0.19110453128814697,1.0,0.4945760667324066,0.008760792203247547,0.0005501079722307622,0.0001119349617511034,0.7641903758049011,5.399197107180953e-05
0.0016181237297132611,0.9951617121696472,1.0546388011789531e-06,0.04584293169031149,14.881118459627032,0.0,0.0,0.013178298249840736,0.8626542091369629,0.010545759461820126,10,1.0,0.970700740814209,-0.007649249862879515,0.0,1.0825815200805664,0.14079751074314117,0.0002714265137910843,0.21851809322834015,1.0,0.5132638216018677,0.010017509572207928,0.0005982883740216494,0.0001274593232665211,0.8738132119178772,6.017731357133016e-05
0.0018447288312017918,0.9951485991477966,1.0528585789870704e-06,0.04584293169031149,16.320901107043028,0.0,0.0,0.018058044835925102,0.8626542091369629,0.010545759461820126,11,1.0,0.9597550630569458,-0.00821356475353241,0.0,1.03363835811615,0.15304310619831085,0.0002978639677166939,0.2359723299741745,1.0,0.5661442875862122,0.010817662812769413,0.0006349794566631317,0.0001376901927869767,0.9436097145080566,6.603870133403689e-05
0.002154445042833686,0.9950630068778992,1.0614454595270217e-06,0.04584293169031149,17.908328749239445,0.0,0.0,0.009862527251243591,0.8626542091369629,0.010545759461820126,12,1.0,0.9537950158119202,-0.008452735841274261,0.0,1.065675139427185,0.1648293137550354,0.0003218384808860719,0.24642518162727356,1.0,0.6099212765693665,0.011296852491796017,0.0006815182860009372,0.00014398782514035702,0.9854084849357605,7.135402847779915e-05
0.0023624063469469547,0.9950429797172546,1.0635937996994471e-06,0.04584293169031149,19.52212611027062,0.0,0.0,0.015828661620616913,0.8626542091369629,0.010545759461820126,13,1.0,0.94704669713974,-0.008564569056034088,0.0,1.060890555381775,0.17045879364013672,0.00032109610037878156,0.24997304379940033,1.0,0.6720840334892273,0.011459496803581715,0.0007169095333665609,0.00014495733194053173,0.9995980262756348,7.11894390406087e-05
0.0024348204024136066,0.9950376749038696,1.0614920711304876e-06,0.04584293169031149,21.025377044454217,0.0,0.0,0.014003247953951359,0.8626542091369629,0.010545759461820126,14,0.9999999403953552,0.9417620897293091,-0.00876604113727808,0.0,1.043781042098999,0.17016854882240295,0.0003019750874955207,0.25212305784225464,1.0,0.6921243071556091,0.011558059602975845,0.0007413732237182558,0.00014664272021036595,1.0081946849822998,6.695016782032326e-05
0.002311713993549347,0.9950777292251587,1.0534098464631825e-06,0.04584293169031149,22.393377201631665,0.0,0.0,0.00922447070479393,0.8626542091369629,0.010545759461820126,15,1.0,0.9414966702461243,-0.008756309747695923,0.0,0.9814643263816833,0.16749799251556396,0.00029260950395837426,0.24992896616458893,1.0,0.657161295413971,0.011457475833594799,0.0007315282127819955,0.00014445236593019217,0.9994227290153503,6.487374776042998e-05
0.0021892976947128773,0.9950723648071289,1.0601588655845262e-06,0.04584293169031149,23.856375431641936,0.0,0.0,0.012283862568438053,0.8626542091369629,0.010545759461820126,16,1.0,0.9458545446395874,-0.008766629733145237,0.0,0.9195654988288879,0.1668930947780609,0.0003030574007425457,0.25098443031311035,1.0,0.6246995329856873,0.011505861766636372,0.0007141717942431569,0.00014532265777233988,1.0036427974700928,6.719012162648141e-05
