best_folder,budget,budget_max_disp_px,candidate_folder,candidate_index,candidate_name,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,dct_modes,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,generation,geometry_excess_penalty,geometry_excess_penalty_weight,geometry_method,identity_or_face_health_available,initial_candidate,input_damage_penalty,input_damage_penalty_weight,input_l2,input_max_abs,input_mean_abs,input_preservation_score,input_psnr,input_ssim,max_disp_px,max_disp_px_budget,mean_disp_px,member,mesh_size,output_disruption_score,output_disruption_weight,output_l2,output_max_abs,output_mean_abs,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,phase,phase2_final_score,phase2_output_disruption,phase2_score_formula,prompt,prompt_priority,prompt_slug,rank,region_count,region_key,scale_factor,seed,semantic_drop,semantic_drop_weight,target_input_ssim,tps_size
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05,29,cand_029_g03_m05,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.3283107932657,0.2863270266897503,3,0.0,1.0,region_local_tps,False,False,0.0,3.0,0.02889119042714388,0.8941176533699036,0.009198278188705444,0.325830170086452,30.784691263989412,0.9056162238121033,5.711872100830078,8.0,1.1210888624191284,5,4,0.2863270266897503,1.0,0.04479320903735915,0.772549033164978,0.016556235030293465,26.9757564616246,0.8928458094596863,4.596118927001953,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_029_g03_m05/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2863270266897503,0.2863270266897503,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,1,3,headphones,0.7285550832748413,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11,35,cand_035_g03_m11,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.331697421148419,0.2788851873852338,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.031144998582852506,0.6941176652908325,0.009751847013831139,0.30562291826520654,30.132233691018733,0.9027872085571289,5.794671058654785,8.0,1.1334894895553589,11,4,0.2788851873852338,1.0,0.04295471352282975,0.772549033164978,0.014522436074912548,27.33978346103803,0.8929336667060852,4.686699390411377,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_035_g03_m11/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2788851873852338,0.2788851873852338,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,2,3,headphones,0.7391161918640137,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10,10,cand_010_g01_m10,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.3267618007957935,0.25599176162642967,1,0.0,1.0,region_local_mesh,False,False,0.0,3.0,0.02679857817205839,0.5372549295425415,0.007335320580750704,0.5369161878313338,31.437764946595735,0.9351682662963867,5.344548225402832,8.0,0.6351866722106934,10,4,0.25599176162642967,1.0,0.041861192569540774,0.7529411911964417,0.01677704229950905,27.5637680670115,0.9114530086517334,3.3089420795440674,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_010_g01_m10/perturbed_edited.png,0.0,0.0,phase2a_probe,0.25599176162642967,0.25599176162642967,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,3,3,headphones,0.6817024946212769,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12,36,cand_036_g03_m12,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.297285687178373,0.25574599561255507,3,0.0,1.0,region_local_tps,False,False,0.0,3.0,0.031903232568970895,0.8901960849761963,0.009803716093301773,0.3372802223478045,29.92330620359607,0.9072192311286926,5.671442985534668,8.0,1.1002177000045776,12,4,0.25574599561255507,1.0,0.03805820360074771,0.7647058963775635,0.015509918332099915,28.39103429717268,0.8964868187904358,4.476285457611084,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_036_g03_m12/perturbed_edited.png,0.0,0.0,phase2a_probe,0.25574599561255507,0.25574599561255507,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,4,3,headphones,0.7233983278274536,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09,9,cand_009_g01_m09,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.971638677641749,0.2552300217040584,1,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.024639119893739635,0.7803921699523926,0.00818727444857359,0.40517246723175054,32.16749618349543,0.9167241454124451,3.4931225776672363,8.0,0.7665014863014221,9,4,0.2552300217040584,1.0,0.04009503429850453,0.9176470637321472,0.014060008339583874,27.938188213579856,0.9051501154899597,2.8629143238067627,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_009_g01_m09/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2552300217040584,0.2552300217040584,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,5,3,headphones,0.445551335811615,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04,28,cand_028_g03_m04,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.059499349445105,0.2488812701527048,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.03005045633798653,0.5333333611488342,0.009591528214514256,0.3130717958722796,30.442978570685977,0.9038300514221191,5.003618240356445,8.0,1.1134324073791504,4,4,0.2488812701527048,1.0,0.03579215448657098,0.5058823823928833,0.014474785886704922,28.92424317471617,0.8942873477935791,4.269354343414307,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_028_g03_m04/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2488812701527048,0.2488812701527048,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,6,3,headphones,0.6396335363388062,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06,6,cand_006_g01_m06,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,6.170826951041818,0.2474908823304802,1,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.02939781839107598,0.5215686559677124,0.009835248813033104,0.2980484451566424,30.633697946771807,0.9017267823219299,5.5116472244262695,8.0,1.118575096130371,6,4,0.2474908823304802,1.0,0.03483743952049389,0.5686274766921997,0.015062971971929073,29.159075444690732,0.8918588757514954,4.470036506652832,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_006_g01_m06/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2474908823304802,0.2474908823304802,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,7,3,headphones,0.7030162811279297,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10,34,cand_034_g03_m10,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,3.801578728482127,0.2457755683586213,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.028006549217152846,0.9372549057006836,0.009437533095479012,0.32187965938023166,31.054807975811563,0.9050631523132324,5.597484588623047,8.0,0.9626830220222473,10,4,0.2457755683586213,1.0,0.03408005532436602,0.929411768913269,0.014012048952281475,29.349994177726835,0.8905446529388428,4.220283508300781,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_034_g03_m10/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2457755683586213,0.2457755683586213,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,8,3,headphones,0.7139649391174316,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02,26,cand_026_g03_m02,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.791070470586419,0.2359011584785636,3,0.0,1.0,region_local_tps,False,False,0.0,3.0,0.02759775474892524,0.8941176533699036,0.009198113344609737,0.34142317090715685,31.182524981751044,0.907799243927002,5.525367259979248,8.0,1.1586211919784546,2,4,0.2359011584785636,1.0,0.033930133140759065,0.7764706015586853,0.013918793760240078,29.38828872387717,0.8998193740844727,4.478878498077393,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_026_g03_m02/perturbed_edited.png,0.0,0.0,phase2a_probe,0.2359011584785636,0.2359011584785636,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,9,3,headphones,0.7047662734985352,22201,0.0,4.0,0.86,4
phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07,existence_probe,8.0,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07,19,cand_019_g02_m07,0.0,0.0,False,0.0,'BaseModelOutputWithPooling' object has no attribute 'norm',"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['clip_unavailable_semantic_fallback', ""clip_warning:'BaseModelOutputWithPooling' object has no attribute 'norm'"", 'clean_edit_clip_margin_nonpositive:0.0000']",0.0,5.133727004751563,0.23575477265367864,2,0.0,1.0,region_local_tps,False,False,0.0,3.0,0.026625852383425973,0.8941176533699036,0.009106610901653767,0.3738651275634766,31.493929601961497,0.9123411178588867,5.866259574890137,8.0,0.9556297659873962,7,4,0.23575477265367864,1.0,0.03402065849068254,0.8549019694328308,0.013906202279031277,29.365145692127935,0.9003278613090515,4.604249477386475,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07/flow.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07/original.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07/original_edited.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07/perturbed.png,phase2/outputs/phase2a_probe/add_headphones/existence_probe/seed_00/candidates/cand_019_g02_m07/perturbed_edited.png,0.0,0.0,phase2a_probe,0.23575477265367864,0.23575477265367864,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add headphones,1,add_headphones,10,3,headphones,0.7482473850250244,22201,0.0,4.0,0.86,4
