attack_score,budget,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,combo_id,decision_label,decision_reasons,edit_failure_score,final_attack_score,foldover_fraction_det_below_0,geometry_excess_penalty,identity_or_face_health_available,input_damage_penalty,input_l2,input_preservation_score,input_psnr,input_ssim,iter,jacobian_det_mean,jacobian_det_min,low_det_fraction_below_0p2,max_disp_px,max_disp_px_budget,mean_disp_px,normalized_output_l2,objective,output_disruption,output_disruption_score,output_l2,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,prompt,prompt_slug,semantic_drop,start,target_input_ssim
0.28867626293888893,strong,0.02662569284439087,0.02662569284439087,True,0.0011966824531555176,,add_a_small_beard__multi_timestep_edit_direction__strong,metric_only_candidate,['semantic_drop_small:0.0012'],0.0011966824531555176,0.29106962784519996,0.0,0.0,False,0.0,0.02615539717957439,0.0036469697952268296,31.648773613218157,0.9003646969795227,90,1.0,0.65916508436203,0.0,5.363045692443848,6.0,0.9396693110466003,0.14796900852909886,multi_timestep_edit_direction,0.28867626293888893,0.28867626293888893,0.036992252132274715,28.637784550310002,0.85929274559021,4.089649677276611,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_090/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_090/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_090/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_090/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_090/perturbed_edited.png,0.02542901039123535,0.02542901039123535,add a small beard,add_a_small_beard,0.0011966824531555176,0,0.9
0.3002423645997036,strong,0.027772068977355957,0.027772068977355957,True,-0.006969809532165527,,add_headphones__multi_timestep_edit_direction__strong,metric_only_candidate,['semantic_drop_nonpositive:-0.0070'],0.0,0.28630449393828594,0.0,1.5894571940104166e-07,False,0.0,0.02866356214808954,0.009796977043151635,30.85339677763781,0.9009796977043152,135,1.0,0.6970168948173523,0.0,6.000000953674316,6.0,0.9839224219322205,0.17333281059503441,multi_timestep_edit_direction,0.3002442719483364,0.3002442719483364,0.043333202648758604,27.263584243183555,0.873088538646698,4.495594501495361,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_135/flow.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_135/original.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_135/original_edited.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_135/perturbed.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_135/perturbed_edited.png,0.034741878509521484,0.034741878509521484,add headphones,add_headphones,-0.006969809532165527,1,0.9
0.2785970585842594,strong,0.02662569284439087,0.02662569284439087,True,0.001981288194656372,,add_a_small_beard__multi_timestep_hybrid__strong,metric_only_candidate,['semantic_drop_small:0.0020'],0.001981288194656372,0.28256138337648556,0.0,1.5894571940104166e-07,False,0.0,0.027617800163193578,0.024986624717712187,31.17621834355786,0.9024986624717712,135,1.0,0.6631476283073425,0.0,6.000000953674316,6.0,0.8470752239227295,0.14486897163586462,multi_timestep_hybrid,0.27859896593289224,0.27859896593289224,0.036217242908966156,28.821692281431734,0.8662700057029724,4.043497562408447,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_135/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_135/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_135/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_135/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_135/perturbed_edited.png,0.024644404649734497,0.024644404649734497,add a small beard,add_a_small_beard,0.001981288194656372,0,0.9
0.2953210642648494,strong,0.027772068977355957,0.027772068977355957,True,-0.007451295852661133,,add_headphones__multi_timestep_edit_direction__strong,metric_only_candidate,['semantic_drop_nonpositive:-0.0075'],0.0,0.2804202209624405,0.0,1.5894571940104166e-07,False,0.0,0.02900011442424957,0.013186097145080348,30.752005770488363,0.9013186097145081,180,1.0,0.6866666078567505,0.0,6.000000953674316,6.0,0.9635323286056519,0.1707397868943965,multi_timestep_edit_direction,0.2953229716134822,0.2953229716134822,0.042684946723599126,27.394505125966624,0.8754168152809143,4.269956111907959,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/flow.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/original.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/original_edited.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/perturbed.png,phase1/outputs/phase1c_screening/add_headphones/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/perturbed_edited.png,0.03522336483001709,0.03522336483001709,add headphones,add_headphones,-0.007451295852661133,1,0.9
0.2716544151453012,strong,0.02662569284439087,0.02662569284439087,True,0.0023208558559417725,,add_a_small_beard__multi_timestep_edit_direction__strong,metric_only_candidate,['semantic_drop_small:0.0023'],0.0023208558559417725,0.27629612685718474,0.0,0.0,False,0.0,0.025532291725602254,0.05677020549774149,31.85820404146732,0.9056770205497742,135,1.0,0.6580843925476074,0.0,5.29849100112915,6.0,0.8466430902481079,0.13914321662464077,multi_timestep_edit_direction,0.2716544151453012,0.2716544151453012,0.03478580415616019,29.171959048917387,0.8674888014793396,3.9753668308258057,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_135/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_135/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_135/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_135/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_135/perturbed_edited.png,0.024304836988449097,0.024304836988449097,add a small beard,add_a_small_beard,0.0023208558559417725,0,0.9
0.27380739306792523,strong,0.02662569284439087,0.02662569284439087,True,0.0007825195789337158,,add_a_small_beard__multi_timestep_hybrid__strong,metric_only_candidate,['semantic_drop_small:0.0008'],0.0007825195789337158,0.27537418062870606,0.0,1.5894571940104166e-07,False,0.0,0.027376286486425806,0.05788242816925028,31.252509259783302,0.905788242816925,180,1.0,0.7063924074172974,0.0,6.000000953674316,6.0,0.8130290508270264,0.1423181161819389,multi_timestep_hybrid,0.27380930041655804,0.27380930041655804,0.035579529045484726,28.97599609654321,0.8685088157653809,3.9693076610565186,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_180/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_180/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_180/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_180/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_180/perturbed_edited.png,0.025843173265457153,0.025843173265457153,add a small beard,add_a_small_beard,0.0007825195789337158,0,0.9
0.2764512301907602,strong,0.02662569284439087,0.02662569284439087,True,0.0008252263069152832,,add_a_small_beard__multi_timestep_edit_direction__strong,reject_input_damage,"['input_ssim_below_target:0.8991<0.9000', 'semantic_drop_small:0.0008']",0.0008252263069152832,0.2709284306988777,0.0,0.0,False,0.007173252105713068,0.027806194761366712,0.0,31.117168793168588,0.8991033434867859,45,1.0,0.7156482338905334,0.0,5.220103740692139,6.0,0.9901450872421265,0.1458336235508983,multi_timestep_edit_direction,0.28362448229647325,0.28362448229647325,0.036458405887724574,28.764046488332834,0.862209141254425,4.321066379547119,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_045/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_045/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_045/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_045/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_00/checkpoints/iter_045/perturbed_edited.png,0.025800466537475586,0.025800466537475586,add a small beard,add_a_small_beard,0.0008252263069152832,0,0.9
0.26997089495093285,strong,0.02662569284439087,0.02662569284439087,True,0.000292360782623291,,add_a_small_beard__multi_timestep_edit_direction__strong,metric_only_candidate,['semantic_drop_small:0.0003'],0.000292360782623291,0.27055561651617943,0.0,0.0,False,0.0,0.0273891905867627,0.009566307067870873,31.248416039036616,0.9009566307067871,135,1.0,0.728455126285553,0.0,5.228791236877441,6.0,0.962830662727356,0.1367316852989858,multi_timestep_edit_direction,0.26997089495093285,0.26997089495093285,0.03418292132474645,29.323816491169,0.866760790348053,3.8700573444366455,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_03/checkpoints/iter_135/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_03/checkpoints/iter_135/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_03/checkpoints/iter_135/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_03/checkpoints/iter_135/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_03/checkpoints/iter_135/perturbed_edited.png,0.026333332061767578,0.026333332061767578,add a small beard,add_a_small_beard,0.000292360782623291,3,0.9
0.25428722370200824,strong,0.02662569284439087,0.02662569284439087,True,0.0014781653881072998,,add_a_small_beard__multi_timestep_hybrid__strong,metric_only_candidate,['semantic_drop_small:0.0015'],0.0014781653881072998,0.25724355447822284,0.0,0.0,False,0.0,0.02379796007574559,0.211030602455139,32.46920536795908,0.9211030602455139,45,1.0,0.7770719528198242,0.0,3.9876298904418945,6.0,0.6369979381561279,0.13525704610877703,multi_timestep_hybrid,0.25428722370200824,0.25428722370200824,0.03381426152719426,29.418001854653948,0.8809698224067688,2.8433444499969482,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_045/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_045/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_045/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_045/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_hybrid/strong/start_00/checkpoints/iter_045/perturbed_edited.png,0.02514752745628357,0.02514752745628357,add a small beard,add_a_small_beard,0.0014781653881072998,0,0.9
0.25253440058038995,strong,0.02662569284439087,0.02662569284439087,True,0.0015552937984466553,,add_a_small_beard__multi_timestep_edit_direction__strong,metric_only_candidate,['semantic_drop_small:0.0016'],0.0015552937984466553,0.25564586237874,0.0,7.947285970052083e-08,False,0.0,0.02408382827701087,0.12114918231964092,32.365489561379235,0.9121149182319641,180,1.0,0.6989063620567322,0.0,6.000000476837158,6.0,0.8081522583961487,0.1271145454625921,multi_timestep_edit_direction,0.25253535425470636,0.25253535425470636,0.031778636365648025,29.957294849671836,0.8745791912078857,3.7530946731567383,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/flow.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/original.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/original_edited.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/perturbed.png,phase1/outputs/phase1c_screening/add_a_small_beard/multi_timestep_edit_direction/strong/start_01/checkpoints/iter_180/perturbed_edited.png,0.025070399045944214,0.025070399045944214,add a small beard,add_a_small_beard,0.0015552937984466553,1,0.9
