best_folder,budget,budget_max_disp_px,candidate_folder,candidate_index,candidate_name,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,crop_clip_available,crop_clip_warning,dct_modes,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,full_image_semantic_drop,generation,geometry_excess_penalty,geometry_excess_penalty_weight,geometry_method,identity_or_face_health_available,initial_candidate,input_damage_penalty,input_damage_penalty_weight,input_l2,input_max_abs,input_mean_abs,input_preservation_score,input_psnr,input_ssim,left_crop_clean_margin,left_crop_perturbed_margin,left_crop_semantic_drop,max_disp_px,max_disp_px_budget,mean_crop_margin,mean_crop_semantic_drop,mean_disp_px,member,mesh_size,min_crop_margin,min_crop_semantic_drop,output_disruption_score,output_disruption_weight,output_l2,output_max_abs,output_mean_abs,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,phase,phase2_final_score,phase2_output_disruption,phase2_score_formula,phase2c_part,prompt,prompt_priority,prompt_slug,rank,region_count,region_key,region_variant,right_crop_clean_margin,right_crop_perturbed_margin,right_crop_semantic_drop,scale_factor,seed,semantic_drop,semantic_drop_weight,source_candidate_folder,source_candidate_name,target_input_ssim,top_crop_clean_margin,top_crop_perturbed_margin,top_crop_semantic_drop,tps_size
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13,45,cand_045_g03_m13,0.027842342853546143,0.027842342853546143,True,0.025225937366485596,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.025225937366485596,5.061381381005049,0.22311202114792725,0.025225937366485596,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.0063555443792350785,0.6549019813537598,0.0012982436455786228,0.922893728528704,43.93694488718029,0.9892051219940186,0.02535329759120941,0.02529776096343994,5.5536627769470215e-05,2.977386236190796,8.0,0.013944834470748901,0.004166434208552043,0.16531573235988617,13,4,0.0006081461906433105,5.5536627769470215e-05,0.0852180888641699,0.25,0.014291126787384943,0.7019608020782471,0.006325555965304375,36.89867055608921,0.9719464182853699,1.1856689453125,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_045_g03_m13/perturbed_edited.png,0.002616405487060547,0.002616405487060547,phase2c_probe,0.22311202114792725,0.0852180888641699,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,1,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.015928596258163452,0.005552932620048523,0.4058482348918915,24202,0.025225937366485596,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.0006081461906433105,0.006890833377838135,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04,36,cand_036_g03_m04,0.027842342853546143,0.027842342853546143,True,0.023876845836639404,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.023876845836639404,5.5442711394280195,0.21521924412130533,0.023876845836639404,3,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.009359180743362035,0.8352941274642944,0.0016737296245992184,0.8968162706920079,40.57524331200949,0.9855542778968811,0.02535329759120941,0.025400638580322266,-4.7340989112854004e-05,2.9975197315216064,8.0,0.01566683252652486,0.0024444361527760825,0.1918974071741104,4,4,0.0009410977363586426,-4.7340989112854004e-05,0.09681790971276044,0.25,0.016249894856206773,0.7607843279838562,0.006814476568251848,35.782988894953746,0.9681816697120667,1.6204952001571655,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_036_g03_m04/perturbed_edited.png,0.003965497016906738,0.003965497016906738,phase2c_probe,0.21521924412130533,0.09681790971276044,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,2,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.020658761262893677,0.0008227676153182983,0.4151711165904999,24202,0.023876845836639404,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.0009410977363586426,0.006557881832122803,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16,32,cand_032_g02_m16,0.027842342853546143,0.027842342853546143,True,0.022370755672454834,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.022370755672454834,6.333364587277174,0.20223392233879345,0.022370755672454834,2,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.008281253097613447,0.7450980544090271,0.0016968523850664496,0.8909511736461094,41.63807883869309,0.9847331643104553,0.02535329759120941,0.02478693425655365,0.0005663633346557617,3.736862897872925,8.0,0.015339235464731852,0.002772033214569092,0.2633386552333832,16,4,0.001040041446685791,0.0005663633346557617,0.09307150783661916,0.25,0.015582915997812932,0.7607843279838562,0.006997750606387854,36.14702540918375,0.9692601561546326,2.1802783012390137,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_032_g02_m16/perturbed_edited.png,0.005471587181091309,0.005471587181091309,phase2c_probe,0.20223392233879345,0.09307150783661916,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,3,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.020190730690956116,0.0012907981872558594,0.4912344813346863,24202,0.022370755672454834,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.001040041446685791,0.006458938121795654,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01,17,cand_017_g02_m01,0.027842342853546143,0.027842342853546143,True,0.022248923778533936,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.022248923778533936,4.996767681092024,0.20007646486477298,0.022248923778533936,2,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.007206532843036854,0.5764706134796143,0.0015015396056696773,0.9056462730680194,42.84547259548941,0.9867904782295227,0.02535329759120941,0.026192083954811096,-0.0008387863636016846,3.7257773876190186,8.0,0.01480842630068461,0.003302842378616333,0.1981312483549118,1,4,0.0013657808303833008,-0.0008387863636016846,0.08834029854600595,0.25,0.014673997017902547,0.7372549176216125,0.00657665217295289,36.66903147039949,0.9703556895256042,1.483166217803955,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_017_g02_m01/perturbed_edited.png,0.005593419075012207,0.005593419075012207,phase2c_probe,0.20007646486477298,0.08834029854600595,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,4,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.016867414116859436,0.004614114761352539,0.5153563022613525,24202,0.022248923778533936,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.0013657808303833008,0.0061331987380981445,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10,58,cand_058_g04_m10,0.027842342853546143,0.027842342853546143,True,0.021966159343719482,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.021966159343719482,5.803713975474238,0.19751604188784816,0.021966159343719482,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.007800813172161778,0.7215686440467834,0.0015402151038870215,0.9056624514716012,42.157202464715496,0.9867927432060242,0.02535329759120941,0.024531573057174683,0.000821724534034729,3.1864774227142334,8.0,0.015404472748438517,0.0027067959308624268,0.1945582628250122,10,4,0.0032858997583389282,0.000821724534034729,0.0871470685523692,0.25,0.014839979899971266,0.7607843279838562,0.006305250804871321,36.5713337457456,0.9722128510475159,1.5950862169265747,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_058_g04_m10/perturbed_edited.png,0.00587618350982666,0.00587618350982666,phase2c_probe,0.19751604188784816,0.0871470685523692,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,5,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.01839594542980194,0.003085583448410034,0.42815062403678894,24202,0.021966159343719482,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.0032858997583389282,0.004213079810142517,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11,59,cand_059_g04_m11,0.027842342853546143,0.027842342853546143,True,0.020662397146224976,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.020662397146224976,5.698712328448892,0.187406628081546,0.020662397146224976,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.00859147444380941,0.686274528503418,0.0016391928074881434,0.898014749799456,41.318645948380336,0.9857220649719238,0.02535329759120941,0.02358505129814148,0.0017682462930679321,3.4791648387908936,8.0,0.013243963321050009,0.004867305358250936,0.2151833176612854,11,4,-0.0009590238332748413,0.0017682462930679321,0.08842980364698484,0.25,0.01489178712104339,0.7607843279838562,0.006397112738341093,36.54106361347926,0.9711373448371887,1.8396015167236328,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_059_g04_m11/perturbed_edited.png,0.007179945707321167,0.007179945707321167,phase2c_probe,0.187406628081546,0.08842980364698484,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,6,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.017105862498283386,0.004375666379928589,0.46739333868026733,24202,0.020662397146224976,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,-0.0009590238332748413,0.008458003401756287,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15,63,cand_063_g04_m15,0.027842342853546143,0.027842342853546143,True,0.02051764726638794,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.02051764726638794,4.993901068344712,0.1867640330339684,0.02051764726638794,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.008253024581188262,0.7137255072593689,0.0017095981165766716,0.8892443520682198,41.66773722732108,0.9844942092895508,0.02535329759120941,0.025620803236961365,-0.0002675056457519531,3.0635085105895996,8.0,0.016327977180480957,0.001783291498819987,0.24248982965946198,15,4,0.002976357936859131,-0.0002675056457519531,0.09049141961145953,0.25,0.015238301351190992,0.7607843279838562,0.006164750084280968,36.34126884223841,0.9704617857933044,2.0662031173706055,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_063_g04_m15/perturbed_edited.png,0.007324695587158203,0.007324695587158203,phase2c_probe,0.1867640330339684,0.09049141961145953,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,7,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.020386770367622375,0.0010947585105895996,0.40449845790863037,24202,0.02051764726638794,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.002976357936859131,0.0045226216316223145,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14,62,cand_062_g04_m14,0.027842342853546143,0.027842342853546143,True,0.020920276641845703,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.020920276641845703,5.373447438701987,0.18302915643047502,0.020920276641845703,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.0035141369024192836,0.3019607663154602,0.0007586907595396042,0.9575512749808175,49.08362646861239,0.9940571784973145,0.02535329759120941,0.024266749620437622,0.0010865479707717896,2.6308062076568604,8.0,0.016524518529574077,0.0015867501497268677,0.13480602204799652,14,4,0.004371806979179382,0.0005465298891067505,0.06266777318283757,0.25,0.010949295266382001,0.5921568870544434,0.005079297348856926,39.212276651675225,0.9811294078826904,1.384824275970459,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_062_g04_m14/perturbed_edited.png,0.0069220662117004395,0.0069220662117004395,phase2c_probe,0.18302915643047502,0.06266777318283757,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,8,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.020934998989105225,0.0005465298891067505,0.3505885601043701,24202,0.020920276641845703,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.004371806979179382,0.003127172589302063,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01,49,cand_049_g04_m01,0.027842342853546143,0.027842342853546143,True,0.020061641931533813,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,[],0.020061641931533813,5.117371449247003,0.1816881680151816,0.020061641931533813,4,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.007234305334821046,0.729411780834198,0.001511198584921658,0.9046832323074341,42.81206330261469,0.9866556525230408,0.02535329759120941,0.02636343240737915,-0.0010101348161697388,3.259110450744629,8.0,0.016464198629061382,0.001647070050239563,0.21411050856113434,1,4,0.0031102001667022705,-0.0010101348161697388,0.08478013025164428,0.25,0.014386796321570434,0.7607843279838562,0.006113622337579727,36.84071809592436,0.9727670550346375,1.7894195318222046,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_049_g04_m01/perturbed_edited.png,0.007780700922012329,0.007780700922012329,phase2c_probe,0.1816881680151816,0.08478013025164428,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,9,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.019918963313102722,0.001562565565109253,0.4372745156288147,24202,0.020061641931533813,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.0031102001667022705,0.004388779401779175,4
phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16,existence_probe,8.0,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16,16,cand_016_g01_m16,0.027842342853546143,0.027842342853546143,True,0.01812693476676941,,True,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,['semantic_drop_small:0.0181'],0.01812693476676941,5.539116537198424,0.16495593258253477,0.01812693476676941,1,0.0,0.75,region_local_tps,False,False,0.0,3.0,0.0070910861500444065,0.5686274766921997,0.001573694753460586,0.9015616519110543,42.98574476645757,0.9862186312675476,0.02535329759120941,0.025324687361717224,2.86102294921875e-05,3.0629518032073975,8.0,0.016946261127789814,0.0011650075515111287,0.23762695491313934,16,4,0.006663084030151367,2.86102294921875e-05,0.07976181779351804,0.25,0.013630066002525325,0.7058823704719543,0.005777634214609861,37.31004082246554,0.9747584462165833,1.9653712511062622,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16/flow.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16/original.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16/original_edited.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16/perturbed.png,phase2/outputs/phase2c_probe/semantic_heavy_cem/headphones_ear_tight/existence_probe/seed_00/candidates/cand_016_g01_m16/perturbed_edited.png,0.009715408086776733,0.009715408086776733,phase2c_probe,0.16495593258253477,0.07976181779351804,"8.0*max(0,semantic_drop)+0.25*output_disruption-3.0*input_damage_penalty-0.75*geometry_excess_penalty",semantic_heavy_cem,add headphones,1,add_headphones,10,2,headphones_ear_tight,headphones_ear_tight,0.021481528878211975,0.018851011991500854,0.0026305168867111206,0.3977665305137634,24202,0.01812693476676941,8.0,phase2/outputs/phase2b_cem/add_headphones/medium/seed_00/candidates/cand_077_g05_m13,cand_077_g05_m13,0.86,0.007498979568481445,0.006663084030151367,0.0008358955383300781,4
