artifact_penalty,clean_quality_score,contrast,edit_strength_score,excessive_drift_penalty,face_detected_edited,face_detected_original,filter_reasons,filter_status,guidance_scale,identity_distance_sface_if_available,identity_similarity_sface_if_available,image_guidance_scale,l2,max_abs,mean_abs,mean_brightness,near_black_fraction,near_white_fraction,num_inference_steps,path_config,path_edited,path_original,prompt,prompt_group,prompt_slug,psnr,seed,ssim
0.0,2.1270420687255998,0.21391868591308594,0.37704206872559964,0.0,True,True,,keep,7.5,,,2.0,0.037704206872559966,0.6352941393852234,0.026957476511597633,0.43490105867385864,0.041400909423828125,0.0,20,phase1/outputs/prompt_discovery/all_runs/add_light_stubble/igs_2p0_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_light_stubble/igs_2p0_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_light_stubble/igs_2p0_gs_7p5/original.png,add light stubble,primary,add_light_stubble,28.472203807762398,1234,0.8216660022735596
0.0,2.1442221035826035,0.21283650398254395,0.3942221035826033,0.0,True,True,,keep,7.5,,,2.5,0.03942221035826033,0.572549045085907,0.027836352586746216,0.43450841307640076,0.04209136962890625,0.0,20,phase1/outputs/prompt_discovery/all_runs/add_light_stubble/igs_2p5_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_light_stubble/igs_2p5_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_light_stubble/igs_2p5_gs_7p5/original.png,add light stubble,primary,add_light_stubble,28.085180579577255,1234,0.8055151104927063
0.0,2.523083954018714,0.2022646814584732,0.7730839540187141,0.0,True,True,,keep,7.5,,,1.0,0.07730839540187141,0.6901960968971252,0.03586959093809128,0.42037415504455566,0.022716522216796875,3.814697265625e-06,20,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p0_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p0_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p0_gs_7p5/original.png,add a small beard,primary,add_a_small_beard,22.23546681536602,1234,0.7921943664550781
0.0,2.337290473362564,0.20800919830799103,0.5872904733625641,0.0,True,True,,keep,7.5,,,1.5,0.05872904733625641,0.7019608020782471,0.027798691764473915,0.4234870374202728,0.028179168701171875,3.814697265625e-06,20,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p5_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p5_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_1p5_gs_7p5/original.png,add a small beard,primary,add_a_small_beard,24.622940878752168,1234,0.8156446814537048
0.0,2.2118469969873873,0.2076442986726761,0.46184699698738746,0.0,True,True,,keep,7.5,,,2.0,0.04618469969873875,0.6313725709915161,0.025499841198325157,0.4243999421596527,0.031322479248046875,0.0,20,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_2p0_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_2p0_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_2p0_gs_7p5/original.png,add a small beard,primary,add_a_small_beard,26.71003751786244,1234,0.8179675936698914
0.0,2.159039199560191,0.2076190710067749,0.40903919956019114,0.0,True,True,,keep,7.5,,,2.5,0.040903919956019115,0.5647059082984924,0.026094386354088783,0.42540785670280457,0.034648895263671875,0.0,20,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_2p5_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_2p5_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_small_beard/igs_2p5_gs_7p5/original.png,add a small beard,primary,add_a_small_beard,27.76470140284006,1234,0.8066092133522034
0.0,2.548921169281216,0.19613011181354523,0.7989211692812163,0.0,True,True,,keep,7.5,,,1.0,0.07989211692812163,0.6901960968971252,0.03950119391083717,0.4211879372596741,0.013378143310546875,0.0,20,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_1p0_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_1p0_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_1p0_gs_7p5/original.png,add a short beard,primary,add_a_short_beard,21.949921420858146,1234,0.795798122882843
0.0,2.3217031697897195,0.20546266436576843,0.5717031697897195,0.0,True,True,,keep,7.5,,,1.5,0.05717031697897195,0.7215686440467834,0.02633887343108654,0.4244553744792938,0.02361297607421875,3.814697265625e-06,20,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_1p5_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_1p5_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_1p5_gs_7p5/original.png,add a short beard,primary,add_a_short_beard,24.856587996947095,1234,0.8244125843048096
0.0,2.218410204872476,0.20713652670383453,0.46841020487247564,0.0,True,True,,keep,7.5,,,2.0,0.046841020487247566,0.6705882549285889,0.025676077231764793,0.426254004240036,0.028972625732421875,3.814697265625e-06,20,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_2p0_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_2p0_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_2p0_gs_7p5/original.png,add a short beard,primary,add_a_short_beard,26.58747303751326,1234,0.8210780620574951
0.0,2.165309943830124,0.2079216092824936,0.41530994383012393,0.0,True,True,,keep,7.5,,,2.5,0.041530994383012394,0.5568627715110779,0.026390276849269867,0.42734402418136597,0.033809661865234375,3.814697265625e-06,20,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_2p5_gs_7p5/config.json,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_2p5_gs_7p5/edited.png,phase1/outputs/prompt_discovery/all_runs/add_a_short_beard/igs_2p5_gs_7p5/original.png,add a short beard,primary,add_a_short_beard,27.63255340771568,1234,0.8069620132446289
