disp_penalty,edit_direction_cosine,edit_direction_mse,elapsed_seconds,fold_penalty,foldover_fraction_det_below_0,grad_norm,iter,jacobian_det_mean,jacobian_det_min,loss,low_det_fraction_below_0p2,max_disp_px,mean_disp_px,normalized_visual_mse,objective,p95_disp_px,scaled_objective,smooth_penalty,unet_prediction_mse,vae_conditioning_mse,visual_mse
0.000659328477922827,0.933930516242981,6.31669649919786e-07,0.6647522281855345,0.0,0.0,2.752180814743042,1,1.0,0.9891078472137451,-0.34466293454170227,0.0,0.5300926566123962,0.09410414099693298,9.501114254817367e-05,0.3455606698989868,0.3178038001060486,0.3455606698989868,0.0003348661120980978,4.262160473444965e-06,0.3455606698989868,2.1064690372440964e-05
0.006015411112457514,0.9318951368331909,6.498763696072274e-07,1.3115243036299944,0.0,0.0,1.6334052085876465,2,1.0,0.9654209017753601,-1.0859456062316895,0.0,1.245975136756897,0.28542056679725647,0.0008924343273974955,1.0934746265411377,0.9593033790588379,1.0934746265411377,0.0009752886253409088,1.3614499948744196e-05,1.0934746265411377,0.00019785945187322795
0.01312678586691618,0.9298560619354248,6.667592060694005e-07,1.901061300188303,0.0,0.0,5.423997402191162,3,1.0,0.9522544741630554,-1.3359614610671997,0.0,1.8519065380096436,0.42184799909591675,0.0015719766961410642,1.3496357202529907,1.4694522619247437,1.3496357202529907,0.0014833685709163547,1.697538209555205e-05,1.3496357202529907,0.00034851915552280843
0.020346883684396744,0.9301050901412964,6.679617854388198e-07,2.4526096154004335,0.0,0.0,6.023017406463623,4,1.0,0.9411026239395142,-1.5739820003509521,0.0,2.3539395332336426,0.5258010625839233,0.0020452626049518585,1.5924092531204224,1.8641575574874878,1.5924092531204224,0.0018861964344978333,2.0494844648055732e-05,1.5924092531204224,0.0004534502513706684
0.02865118533372879,0.9296119809150696,6.739656441823172e-07,2.9652982596307993,0.0,0.0,1.7514489889144897,5,1.0,0.9299597144126892,-1.930686593055725,0.0,2.7810728549957275,0.6185528039932251,0.0025057548191398382,1.95395827293396,2.2175540924072266,1.95395827293396,0.002187934936955571,2.5864686904242262e-05,1.95395827293396,0.0005555448587983847
0.03790580481290817,0.9281960725784302,6.874348628116422e-07,3.4408421590924263,0.0,0.0,2.6190590858459473,6,1.0,0.9227959513664246,-2.3148350715637207,0.0,3.133049249649048,0.7123264074325562,0.002947625471279025,2.3430047035217285,2.5274815559387207,2.3430047035217285,0.0024576843716204166,3.153010766254738e-05,2.3430047035217285,0.0006535109132528305
0.049893032759428024,0.9264194965362549,7.123974228306906e-07,3.941282859072089,0.0,0.0,6.364747524261475,7,1.0,0.9133142232894897,-2.5151407718658447,0.0,3.589256525039673,0.8149524331092834,0.003463578876107931,2.5492606163024902,2.906560182571411,2.5492606163024902,0.0027608401142060757,3.5215682146372274e-05,2.5492606163024902,0.000767901714425534
0.06234737113118172,0.9305916428565979,6.621672810069867e-07,4.400066804140806,0.0,0.0,4.346268177032471,8,1.0,0.904461145401001,-2.9308173656463623,0.0,3.998190402984619,0.9093289971351624,0.003954417537897825,2.9708046913146973,3.258786678314209,2.9708046913146973,0.00304065621457994,4.187212107353844e-05,2.9708046913146973,0.0008767243707552552
0.07533368468284607,0.9279384613037109,6.865886348350614e-07,4.8889934085309505,0.0,0.0,1.4061359167099,9,1.0,0.8955883383750916,-3.2117369174957275,0.0,4.302403450012207,0.9981514811515808,0.004444110207259655,3.2576961517333984,3.5882797241210938,3.2576961517333984,0.0033340114168822765,4.632861237041652e-05,3.2576961517333984,0.0009852929506450891
0.09005853533744812,0.927776575088501,6.994908403612499e-07,5.3212047796696424,0.0,0.0,3.860412359237671,10,1.0,0.8854657411575317,-3.3895580768585205,0.0,4.628064155578613,1.0908132791519165,0.004932696465402842,3.44183087348938,3.904136896133423,3.44183087348938,0.0036311193834990263,5.115974636282772e-05,3.44183087348938,0.0010936162434518337
