best_folder,budget,budget_max_disp_px,candidate_folder,candidate_index,candidate_name,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,dct_modes,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,generation,geometry_excess_penalty,geometry_excess_penalty_weight,geometry_method,identity_or_face_health_available,initial_candidate,input_damage_penalty,input_damage_penalty_weight,input_l2,input_max_abs,input_mean_abs,input_preservation_score,input_psnr,input_ssim,max_disp_px,max_disp_px_budget,mean_disp_px,member,mesh_size,output_disruption_score,output_disruption_weight,output_l2,output_max_abs,output_mean_abs,output_psnr,output_ssim,p95_disp_px,path_flow,path_original,path_original_edited,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,phase,phase2_final_score,phase2_output_disruption,phase2_score_formula,prompt,prompt_priority,prompt_slug,rank,region_count,region_key,scale_factor,seed,semantic_drop,semantic_drop_weight,semantic_rescored_from_cache,target_input_ssim,tps_size
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12,36,cand_036_g03_m12,0.02973318099975586,0.02973318099975586,True,0.01648712158203125,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",weak_candidate,['semantic_drop_small:0.0165'],0.01648712158203125,5.369884757325053,0.2948804998085375,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.03337128564506369,0.9215686321258545,0.007143460679799318,0.6398163693291801,29.532541232321353,0.9495742917060852,7.037771224975586,8.0,0.6549704670906067,12,4,0.2289320134804125,1.0,0.03984744607621122,0.8901960849761963,0.011381123214960098,27.99199016819411,0.9304577708244324,6.1029953956604,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_036_g03_m12/perturbed_edited.png,0.01324605941772461,0.01324605941772461,phase2a_probe,0.2948804998085375,0.2289320134804125,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,1,1,glasses,0.8976749181747437,24201,0.01648712158203125,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05,17,cand_017_g02_m05,0.02973318099975586,0.02973318099975586,True,0.0023440420627593994,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0023', 'semantic_drop_small:0.0023']",0.0023440420627593994,5.382630053907633,0.22597935924032214,2,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.030699715684379843,0.9333333373069763,0.006250320468097925,0.6757724455424717,30.25731293167889,0.954608142375946,6.907665729522705,8.0,0.587742805480957,5,4,0.21660319098928454,1.0,0.03731916131848813,0.8352941274642944,0.010380438528954983,28.561362496177104,0.932673454284668,5.297349452972412,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_017_g02_m05/perturbed_edited.png,0.02738913893699646,0.02738913893699646,phase2a_probe,0.22597935924032214,0.21660319098928454,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,2,1,glasses,0.9245479106903076,24201,0.0023440420627593994,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01,13,cand_013_g02_m01,0.02973318099975586,0.02973318099975586,True,0.0013932287693023682,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0014', 'semantic_drop_small:0.0014']",0.0013932287693023682,5.46864378079772,0.22159261742722328,2,0.0,1.0,region_local_tps,False,False,0.0,3.0,0.029806957708369077,0.9137254953384399,0.005973313003778458,0.6837739433561053,30.513646972398746,0.9557283520698547,7.040328502655029,8.0,0.6555256843566895,1,4,0.2160197023500138,1.0,0.03738615224632456,0.9490196108818054,0.010421521961688995,28.54578459591428,0.9335249066352844,5.745847225189209,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_013_g02_m01/perturbed_edited.png,0.02833995223045349,0.02833995223045349,phase2a_probe,0.22159261742722328,0.2160197023500138,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,3,1,glasses,0.8981146812438965,24201,0.0013932287693023682,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09,21,cand_021_g02_m09,0.02973318099975586,0.02973318099975586,True,0.013576149940490723,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0136', 'semantic_drop_small:0.0136']",0.013576149940490723,5.106672741472721,0.21533907146554435,2,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.021636151108894625,0.8784313797950745,0.004152445588260889,0.7637378317969186,33.29639988132535,0.9669232964515686,6.1649041175842285,8.0,0.34036317467689514,9,4,0.16103447170358146,1.0,0.02736833863283506,0.7843137383460999,0.007766141090542078,31.25503130389205,0.9484388828277588,2.8758089542388916,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_021_g02_m09/perturbed_edited.png,0.016157031059265137,0.016157031059265137,phase2a_probe,0.21533907146554435,0.16103447170358146,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,4,1,glasses,0.8485558032989502,24201,0.013576149940490723,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06,30,cand_030_g03_m06,0.02973318099975586,0.02973318099975586,True,0.007685273885726929,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0077', 'semantic_drop_small:0.0077']",0.007685273885726929,5.467900313436985,0.21525939762890864,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.024555471495007742,0.8901960849761963,0.005098349880427122,0.7254593031747001,32.19703444936944,0.961564302444458,7.384759902954102,8.0,0.4679396450519562,6,4,0.18451830208600092,1.0,0.03176561608985198,0.8666666746139526,0.00962067674845457,29.960854343279337,0.942544162273407,4.237634181976318,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_030_g03_m06/perturbed_edited.png,0.02204790711402893,0.02204790711402893,phase2a_probe,0.21525939762890864,0.18451830208600092,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,5,1,glasses,0.9439926147460938,24201,0.007685273885726929,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07,19,cand_019_g02_m07,0.02973318099975586,0.02973318099975586,True,0.007714807987213135,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0077', 'semantic_drop_small:0.0077']",0.007714807987213135,5.622061045840383,0.1961372291809948,2,0.0,1.0,combined_all,False,False,0.0,3.0,0.021893089661282866,0.8901960849761963,0.004667474422603846,0.7354162590844291,33.19385888635786,0.9629582762718201,7.186783313751221,8.0,0.44794607162475586,7,4,0.16527799723214226,1.0,0.027984971696303085,0.8313725590705872,0.007955283857882023,31.061502559955176,0.9466618895530701,3.749495506286621,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_019_g02_m07/perturbed_edited.png,0.022018373012542725,0.022018373012542725,phase2a_probe,0.1961372291809948,0.16527799723214226,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,6,1,glasses,0.9166815280914307,24201,0.007714807987213135,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02,26,cand_026_g03_m02,0.02973318099975586,0.02973318099975586,True,0.005682170391082764,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0057', 'semantic_drop_small:0.0057']",0.005682170391082764,5.286620622500777,0.19600408120825696,3,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.023251738609372238,0.7960784435272217,0.0046391356736421585,0.7208582503455027,32.67089135851163,0.9609201550483704,5.456212043762207,8.0,0.39521417021751404,2,4,0.1732753996439259,1.0,0.02927544425893527,0.8117647171020508,0.00855285208672285,30.669930114529457,0.9438263773918152,3.5863850116729736,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_026_g03_m02/perturbed_edited.png,0.024051010608673096,0.024051010608673096,phase2a_probe,0.19600408120825696,0.1732753996439259,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,7,1,glasses,0.869292140007019,24201,0.005682170391082764,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08,8,cand_008_g01_m08,0.02973318099975586,0.02973318099975586,True,0.004883885383605957,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0049', 'semantic_drop_small:0.0049']",0.004883885383605957,5.155750654637814,0.19278071633094992,1,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.02261697817451908,0.9019607901573181,0.0046456181444227695,0.7254507882254465,32.91130842127868,0.9615631103515625,5.894988536834717,8.0,0.4535614252090454,8,4,0.1732451747965261,1.0,0.02961886999784521,0.9725490212440491,0.008388704620301723,30.568630289059016,0.9452303051948547,4.413976669311523,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_008_g01_m08/perturbed_edited.png,0.024849295616149902,0.024849295616149902,phase2a_probe,0.19278071633094992,0.1732451747965261,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,8,1,glasses,0.859709620475769,24201,0.004883885383605957,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05,5,cand_005_g01_m05,0.02973318099975586,0.02973318099975586,True,0.0014559626579284668,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0015', 'semantic_drop_small:0.0015']",0.0014559626579284668,5.112827748060226,0.19227808572237798,1,0.0,1.0,region_local_dct,False,False,0.0,3.0,0.023588273002028117,0.9019607901573181,0.004494092892855406,0.7469250644956317,32.546077089999045,0.9645695090293884,4.028519630432129,8.0,0.353179931640625,5,4,0.1864542350906641,1.0,0.032319813612563184,0.8196078538894653,0.010786298662424088,29.81062304908066,0.9428250193595886,3.2580559253692627,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_005_g01_m05/perturbed_edited.png,0.028277218341827393,0.028277218341827393,phase2a_probe,0.19227808572237798,0.1864542350906641,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,9,1,glasses,0.8933522701263428,24201,0.0014559626579284668,4.0,True,0.86,4
phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11,existence_probe,8.0,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11,23,cand_023_g02_m11,0.02973318099975586,0.02973318099975586,True,0.0006082653999328613,,"[[1, 0], [0, 1], [1, 1], [2, 0], [0, 2], [2, 1]]",metric_only_candidate,"['semantic_drop_small:0.0006', 'semantic_drop_small:0.0006']",0.0006082653999328613,5.456399234011769,0.19080000132337888,2,0.0,1.0,combined_tps_dct,False,False,0.0,3.0,0.02635437490731388,0.8901960849761963,0.005364441778510809,0.7009622199194773,31.582945604934753,0.9581347107887268,6.347261428833008,8.0,0.4773119390010834,11,4,0.18836693972364743,1.0,0.032341313883701164,0.8156862854957581,0.009323116391897202,29.80484681237071,0.9409983158111572,4.156223773956299,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11/flow.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11/original.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11/original_edited.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11/perturbed.png,phase2/outputs/phase2a_probe/add_round_glasses/existence_probe/seed_00/candidates/cand_023_g02_m11/perturbed_edited.png,0.029124915599822998,0.029124915599822998,phase2a_probe,0.19080000132337888,0.18836693972364743,"4*max(0,semantic_drop)+1*output_disruption-3*input_damage_penalty-1*geometry_excess_penalty",add round glasses,3,add_round_glasses,10,1,glasses,0.8353569507598877,24201,0.0006082653999328613,4.0,True,0.86,4
